organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000009783,Cheilosia mutabilis,mature,30,3,27,8
NBNORG0000009784,Cheilosia nebulosa,mature,2,4,17,6
NBNORG0000009785,Cheilosia nigripes,mature,4,5,3,7
NBNORG0000009786,Cheilosia pagana,mature,5,2,6,12
NBNORG0000009787,Cheilosia proxima,mature,11,3,7,11
NBNORG0000025179,Cheilosia psilophthalma,mature,23,4,24,5
NBNORG0000009789,Cheilosia sahlbergi,mature,2,6,25,9
NBNORG0000009790,Cheilosia scutellata,mature,4,5,11,12
NBNORG0000009791,Cheilosia semifasciata,mature,21,3,6,7
NBNORG0000009792,Cheilosia soror,mature,23,4,2,12
NBNORG0000041467,Cheilosia urbana,mature,20,3,2,11
NBNORG0000023137,Cheilosia uviformis,mature,27,4,12,6
NBNORG0000009793,Cheilosia variabilis,mature,16,3,2,11
NBNORG0000009794,Cheilosia velutina,mature,30,4,9,9
NBNORG0000009795,Cheilosia vernalis,mature,5,1,6,11
NBNORG0000041468,Cheilosia vicina,mature,6,1,18,12
NBNORG0000009796,Cheilosia vulpina,mature,27,4,2,11
NBNORG0000026764,Chrysogaster cemiteriorum,mature,18,2,16,9
NBNORG0000009808,Chrysogaster solstitialis,mature,8,1,18,12
NBNORG0000009809,Chrysogaster virescens,mature,6,2,2,11
NBNORG0000009699,Chrysotoxum bicinctum,mature,21,3,2,11
NBNORG0000009700,Chrysotoxum cautum,mature,6,4,22,9
NBNORG0000009701,Chrysotoxum elegans,mature,2,4,10,10
NBNORG0000009702,Chrysotoxum festivum,mature,3,2,2,11
NBNORG0000009702,Chrysotoxum festivum,mature,15,4,3,11
NBNORG0000009703,Chrysotoxum octomaculatum,mature,23,5,30,8
NBNORG0000009704,Chrysotoxum vernale,mature,5,5,14,8
NBNORG0000009705,Chrysotoxum verralli,mature,14,5,15,11
NBNORG0000009884,Criorhina asilica,mature,5,4,2,10
NBNORG0000009885,Criorhina berberina,mature,16,3,10,11
NBNORG0000009886,Criorhina floccosa,mature,5,4,7,10
NBNORG0000009887,Criorhina ranunculi,mature,2,3,13,11
NBNORG0000009706,Dasysyrphus albostriatus,mature,16,1,11,12
NBNORG0000009707,Dasysyrphus friuliensis,mature,24,4,22,7
NBNORG0000041743,Dasysyrphus pinastri,mature,6,4,27,10
NBNORG0000009709,Dasysyrphus tricinctus,mature,6,2,18,12
NBNORG0000009710,Dasysyrphus venustus sensu lato,mature,6,2,18,12
NBNORG0000009710,Dasysyrphus venustus sensu lato,mature,15,4,10,7
NBNORG0000009711,Didea alneti,mature,14,5,20,9
NBNORG0000009712,Didea fasciata,mature,16,1,9,11
NBNORG0000009713,Didea intermedia,mature,28,4,15,10
NBNORG0000026828,Doros profuges,mature,21,5,31,7
NBNORG0000009714,Epistrophe diaphana,mature,13,5,2,11
NBNORG0000009715,Epistrophe eligans,mature,6,2,7,11
NBNORG0000009716,Epistrophe grossulariae,mature,27,1,12,12
NBNORG0000023217,Epistrophe melanostoma,mature,15,4,29,9
NBNORG0000009717,Epistrophe nitidicollis,mature,6,2,7,11
NBNORG0000023206,Epistrophe ochrostoma,mature,6,5,6,5
NBNORG0000009719,Episyrphus balteatus,mature,3,1,28,12
NBNORG0000041930,Eriozona erratica,mature,28,4,12,10
NBNORG0000009720,Eriozona syrphoides,mature,11,5,31,10
NBNORG0000009829,Eristalinus aeneus,mature,11,1,2,11
NBNORG0000009830,Eristalinus sepulchralis,mature,10,4,2,11
NBNORG0000009831,Eristalis abusiva,mature,18,2,22,10
NBNORG0000009832,Eristalis arbustorum,mature,8,1,18,12
NBNORG0000009833,Eristalis cryptarum,mature,6,4,13,9
NBNORG0000009834,Eristalis horticola,mature,6,2,18,12
NBNORG0000009835,Eristalis intricaria,mature,8,1,6,12
NBNORG0000041931,Eristalis nemorum,mature,8,1,11,12
NBNORG0000009836,Eristalis pertinax,mature,5,1,18,12
NBNORG0000009837,Eristalis rupium,mature,16,3,6,10
NBNORG0000041932,Eristalis similis,mature,28,3,6,7
NBNORG0000009838,Eristalis tenax,mature,3,1,30,12
NBNORG0000045800,Eumerus funeralis,mature,11,1,2,11
NBNORG0000009848,Eumerus ornatus,mature,20,4,2,11
NBNORG0000009849,Eumerus sabulonum,mature,22,5,12,9
NBNORG0000009850,Eumerus strigatus,mature,15,3,15,11
NBNORG0000009740,Eupeodes corollae,mature,19,2,26,11
NBNORG0000108411,Eupeodes goeldlini,mature,24,6,25,8
NBNORG0000041956,Lapposyrphus lapponicus,mature,18,6,10,8
NBNORG0000041957,Eupeodes latifasciatus,mature,11,1,17,12
NBNORG0000041958,Eupeodes lundbecki,mature,5,7,5,9
NBNORG0000041959,Eupeodes nielseni,mature,13,4,1,10
NBNORG0000041960,Eupeodes nitens,mature,13,4,21,11
NBNORG0000009799,Ferdinandea cuprea,mature,17,1,11,12
NBNORG0000009800,Ferdinandea ruficornis,mature,2,4,12,9
NBNORG0000009810,Hammerschmidtia ferruginea,mature,7,5,24,10
NBNORG0000025144,Helophilus affinis,mature,3,8,12,8
NBNORG0000009839,Helophilus groenlandicus,mature,2,7,18,7
NBNORG0000009840,Helophilus hybridus,mature,7,3,2,11
NBNORG0000009841,Helophilus pendulus,mature,8,1,22,12
NBNORG0000009842,Helophilus trivittatus,mature,16,4,2,11
NBNORG0000042147,Heringia brevidens,mature,25,4,11,8
NBNORG0000042148,Heringia latitarsis,mature,1,5,19,10
NBNORG0000042149,Heringia pubescens,mature,22,4,29,8
NBNORG0000042150,Heringia verrucula,mature,14,4,30,9
NBNORG0000042151,Heringia vitripennis,mature,25,4,16,10
NBNORG0000009811,Lejogaster metallina,mature,18,2,7,11
NBNORG0000026915,Lejogaster tarsata,mature,9,5,1,10
NBNORG0000042277,Lejops vittatus,mature,19,5,21,9
NBNORG0000009721,Leucozona glaucia,mature,8,1,11,12
NBNORG0000009722,Leucozona laternaria,mature,8,1,30,9
NBNORG0000009723,Leucozona lucorum,mature,20,3,18,12
NBNORG0000009843,Mallota cimbiciformis,mature,26,3,24,9
NBNORG0000009725,Melangyna arctica,mature,18,3,7,10
NBNORG0000009726,Melangyna barbifrons,mature,14,3,12,8
NBNORG0000009733,Melangyna cincta,mature,6,2,18,12
NBNORG0000009728,Melangyna ericarum,mature,24,6,3,10
NBNORG0000009730,Melangyna lasiophthalma,mature,10,2,4,10
NBNORG0000009731,Melangyna quadrimaculata,mature,24,2,1,10
NBNORG0000009732,Melangyna umbellatarum,mature,11,3,2,11
NBNORG0000042459,Melanogaster aerosa,mature,20,5,23,9
NBNORG0000009672,Melanostoma certum,mature,8,3,8,9
NBNORG0000009673,Melanostoma mellinum,mature,17,1,18,12
NBNORG0000009674,Melanostoma scalare,mature,7,1,18,12
NBNORG0000042462,Meligramma euchromum,mature,13,4,8,9
NBNORG0000042463,Meligramma guttatum,mature,8,5,10,9
NBNORG0000042464,Meligramma trianguliferum,mature,15,4,2,11
NBNORG0000009736,Meliscaeva auricollis,mature,3,1,1,1
NBNORG0000009737,Meliscaeva cinctella,mature,6,2,11,12
NBNORG0000009851,Merodon equestris,mature,11,1,2,11
NBNORG0000042517,Microdon analis,mature,3,2,7,11
NBNORG0000009897,Microdon devius,mature,20,5,14,7
NBNORG0000009844,Myathropa florea,mature,8,1,23,12
NBNORG0000042582,Myolepta dubia,mature,20,5,24,9
NBNORG0000009812,Myolepta potens,mature,14,6,19,7
NBNORG0000009813,Neoascia geniculata,mature,30,3,8,10
NBNORG0000009814,Neoascia interrupta,mature,7,4,21,9
NBNORG0000009815,Neoascia meticulosa,mature,3,4,1,11
NBNORG0000009816,Neoascia obliqua,mature,27,3,4,10
NBNORG0000009817,Neoascia podagrica,mature,8,1,18,12
NBNORG0000009818,Neoascia tenur,mature,12,1,27,11
NBNORG0000009819,Orthonevra brevicornis,mature,17,4,16,9
NBNORG0000009820,Orthonevra geniculata,mature,6,2,14,10
NBNORG0000108412,Orthonevra intermedia,mature,3,7,7,7
NBNORG0000009821,Orthonevra nobilis,mature,20,2,2,11
NBNORG0000009697,Paragus albifrons,mature,1,6,2,11
NBNORG0000009695,Paragus haemorrhous,mature,8,4,7,11
NBNORG0000009696,Paragus tibialis,mature,21,5,11,10
NBNORG0000009746,Parasyrphus annulatus,mature,10,4,7,10
NBNORG0000042771,Parasyrphus lineola,mature,10,4,2,10
NBNORG0000042772,Parasyrphus malinellus,mature,17,4,1,10
NBNORG0000009747,Parasyrphus nigritarsis,mature,29,4,3,8
NBNORG0000009748,Parasyrphus punctulatus,mature,3,3,7,11
NBNORG0000009749,Parasyrphus vittiger,mature,20,3,7,10
NBNORG0000009845,Parhelophilus consimilis,mature,17,5,19,8
NBNORG0000009846,Parhelophilus frutetorum,mature,22,4,2,11
NBNORG0000009847,Parhelophilus versicolor,mature,7,4,1,11
NBNORG0000009853,Pelecocera caledonica,mature,8,6,7,8
NBNORG0000009854,Pelecocera scaevoides,mature,2,6,31,10
NBNORG0000009855,Pelecocera tricincta,mature,23,5,11,12
NBNORG0000009862,Pipiza austriaca,mature,22,4,2,10
NBNORG0000009862,Pipiza austriaca,mature,25,4,11,12
NBNORG0000009864,Pipiza fasciata,mature,18,4,8,9
NBNORG0000009866,Pipiza luteitarsis,mature,4,4,3,9
NBNORG0000009867,Pipiza noctiluca,mature,27,1,7,11
NBNORG0000009863,Pipiza notata,mature,26,4,7,10
NBNORG0000009868,Pipizella maculipennis,mature,26,5,12,8
NBNORG0000045360,Pipizella viduata,mature,3,4,15,11
NBNORG0000045360,Pipizella viduata,mature,4,5,6,9
NBNORG0000009678,Platycheirus albimanus,mature,5,1,18,12
NBNORG0000009676,Platycheirus ambiguus,mature,2,2,2,11
NBNORG0000009679,Platycheirus angustatus,mature,8,4,2,11
NBNORG0000009681,Platycheirus discimanus,mature,26,3,1,10
NBNORG0000009682,Platycheirus fulviventris,mature,7,4,1,11
NBNORG0000042965,Platycheirus granditarsus,mature,18,2,17,12
NBNORG0000009683,Platycheirus immarginatus,mature,8,5,13,11
NBNORG0000009684,Platycheirus manicatus,mature,7,3,18,12
NBNORG0000009685,Platycheirus melanopsis,mature,8,3,10,10
NBNORG0000009687,Platycheirus perpallidus,mature,3,5,15,9
NBNORG0000009688,Platycheirus podagratus,mature,7,3,7,10
NBNORG0000042966,Platycheirus rosarum,mature,11,3,29,10
NBNORG0000009689,Platycheirus scambus,mature,7,5,7,10
NBNORG0000009691,Platycheirus sticticus,mature,7,4,24,9
NBNORG0000009692,Platycheirus tarsalis,mature,2,4,2,11
NBNORG0000009888,Pocota personata,mature,12,4,2,11
NBNORG0000009801,Portevinia maculata,mature,5,1,2,10
NBNORG0000009852,Psilota anthracina,mature,23,4,17,6
NBNORG0000009802,Rhingia campestris,mature,6,2,18,12
NBNORG0000009803,Rhingia rostrata,mature,2,4,5,11
NBNORG0000043145,Riponnensia splendens,mature,20,2,2,11
NBNORG0000009750,Scaeva albomaculata,mature,17,6,3,8
NBNORG0000009751,Scaeva mecogramma,mature,20,8,20,8
NBNORG0000009752,Scaeva pyrastri,mature,8,1,18,12
NBNORG0000009753,Scaeva selenitica,mature,5,1,28,12
NBNORG0000009872,Sericomyia lappona,mature,6,2,18,12
NBNORG0000009873,Sericomyia silentis,mature,12,4,18,12
NBNORG0000041140,Sericomyia superbiens,mature,20,1,31,10
NBNORG0000023241,Sphaerophoria bankowskae,mature,8,6,10,7
NBNORG0000009755,Sphaerophoria batava,mature,6,2,13,10
NBNORG0000009754,Sphaerophoria fatarum,mature,6,2,24,9
NBNORG0000009756,Sphaerophoria loewi,mature,6,6,2,9
NBNORG0000027087,Sphaerophoria philanthus,mature,22,4,14,10
NBNORG0000009762,Sphaerophoria potentillae,mature,28,5,9,7
NBNORG0000009757,Sphaerophoria rueppellii,mature,11,4,26,11
NBNORG0000009758,Sphaerophoria scripta,mature,5,1,10,12
NBNORG0000009759,Sphaerophoria taeniata,mature,26,4,2,11
NBNORG0000009760,Sphaerophoria virgata,mature,6,2,7,11
NBNORG0000009822,Sphegina clunipes,mature,18,2,11,12
NBNORG0000027089,Sphegina elegans,mature,30,4,2,10
NBNORG0000023143,Sphegina sibirica,mature,11,5,21,8
NBNORG0000009823,Sphegina verecunda,mature,18,4,2,10
NBNORG0000009889,Syritta pipiens,mature,8,1,18,12
NBNORG0000009763,Syrphus ribesii,mature,7,1,22,12
NBNORG0000045364,Syrphus torvus,mature,5,1,18,12
NBNORG0000009764,Syrphus vitripennis,mature,8,1,20,12
NBNORG0000009870,Trichopsomyia flavitarsis,mature,24,4,7,9
NBNORG0000108413,Trichopsomyia lucida,mature,24,8,24,8
NBNORG0000009871,Triglyphus primus,mature,6,5,4,10
NBNORG0000009890,Tropidia scita,mature,6,1,10,11
NBNORG0000009874,Volucella bombylans,mature,31,1,18,12
NBNORG0000009875,Volucella inanis,mature,18,4,11,10
NBNORG0000009876,Volucella inflata,mature,8,1,5,11
NBNORG0000009877,Volucella pellucens,mature,31,1,18,12
NBNORG0000009878,Volucella zonaria,mature,10,3,11,11
NBNORG0000009694,Xanthandrus comtus,mature,25,4,28,11
NBNORG0000009765,Xanthogramma citrofasciatum,mature,22,4,8,9
NBNORG0000009766,Xanthogramma pedissequum sensu lato,mature,20,3,2,11
NBNORG0000009891,Xylota abiens,mature,23,4,23,9
NBNORG0000009892,Xylota florum,mature,28,4,18,10
NBNORG0000045722,Xylota jakutorum,mature,18,4,1,12
NBNORG0000009893,Xylota segnis,mature,8,1,21,11
NBNORG0000009894,Xylota sylvarum,mature,8,1,1,12
NBNORG0000009895,Xylota tarda,mature,22,4,24,10
NBNORG0000009896,Xylota xanthocnema,mature,18,5,25,9
