"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000101566","Evacanthus interruptus","mature",1,6,31,10
"NBNORG0000101568","Fagocyba carri","mature",1,5,30,9
"NBNORG0000101569","Fagocyba cruenta","mature",1,5,31,10
"NBNORG0000101575","Forcipata citrinella","mature",1,5,31,10
"NBNORG0000101576","Forcipata forcipata","mature",1,6,31,10
"NBNORG0000101578","Gargara genistae","mature",1,6,31,10
"NBNORG0000101580","Graphocephala fennahi","mature",1,7,31,10
"NBNORG0000101582","Graphocraerus ventralis","mature",1,5,30,9
"NBNORG0000101584","Gravesteiniella boldi","mature",1,5,31,10
"NBNORG0000101586","Grypotes puncticollis","mature",1,6,31,10
"NBNORG0000101589","Hardya melanopsis","mature",1,3,31,10
"NBNORG0000101599","Hyledelphax elegantula","mature",1,4,30,9
"NBNORG0000101601","Iassus lanio","mature",1,6,30,11
"NBNORG0000101603","Populicerus albicans","mature",1,6,31,10
"NBNORG0000101604","Populicerus confusus","mature",1,6,31,10
"NBNORG0000101605","Tremulicerus distinguendus","mature",1,6,31,10
"NBNORG0000101606","Metidiocerus elegans","mature",1,7,31,10
"NBNORG0000101607","Populicerus nitidissimus","mature",1,6,31,10
"NBNORG0000101609","Populicerus laminatus","mature",1,6,31,10
"NBNORG0000101610","Idiocerus lituratus","mature",1,7,31,10
"NBNORG0000101612","Populicerus populi","mature",1,6,31,10
"NBNORG0000101614","Idiocerus similis","mature",1,7,31,10
"NBNORG0000101615","Idiocerus stigmaticalis","mature",1,6,30,9
"NBNORG0000101616","Tremulicerus tremulae","mature",1,6,30,11
"NBNORG0000101617","Tremulicerus vitreus","mature",1,6,31,12
"NBNORG0000101620","Idiodonus cruentatus","mature",1,7,31,10
"NBNORG0000101624","Issus coleoptratus","mature",1,6,31,10
"NBNORG0000101627","Jassargus flori","mature",1,6,31,10
"NBNORG0000101628","Jassargus sursumflexus","mature",1,6,31,10
"NBNORG0000101630","Javesella discolor","mature",1,5,31,7
"NBNORG0000101631","Javesella dubia","mature",1,4,31,10
"NBNORG0000101632","Javesella forcipata","mature",1,5,31,8
"NBNORG0000101633","Javesella obscurella","mature",1,4,30,9
"NBNORG0000101634","Javesella pellucida","mature",1,4,31,10
"NBNORG0000101637","Kelisia guttula","mature",1,6,31,10
"NBNORG0000101638","Kelisia guttulifera","mature",1,7,31,10
"NBNORG0000101639","Kelisia pallidula","mature",1,7,31,10
"NBNORG0000101640","Kelisia punctulum","mature",1,7,31,10
"NBNORG0000101641","Kelisia ribauti","mature",1,7,31,10
"NBNORG0000101642","Kelisia sabulicola","mature",1,7,31,10
"NBNORG0000101643","Kelisia vittipennis","mature",1,7,31,10
"NBNORG0000101646","Kosswigianella exigua","mature",1,3,31,10
"NBNORG0000101650","Kybos butleri","mature",1,6,31,10
"NBNORG0000101651","Kybos populi","mature",1,6,31,10
"NBNORG0000101652","Kybos rufescens","mature",1,6,31,10
"NBNORG0000101653","Kybos smaragdulus","mature",1,5,31,10
"NBNORG0000101654","Kybos strigilifer","mature",1,6,31,10
"NBNORG0000101655","Kybos virgator","mature",1,6,31,10
"NBNORG0000101657","Lamprotettix nitidulus","mature",1,7,31,10
"NBNORG0000101660","Ledra aurita","mature",1,6,31,10
"NBNORG0000101662","Limotettix striola","mature",1,6,31,10
"NBNORG0000101664","Lindbergina aurovittata","mature",1,5,31,12
"NBNORG0000101675","Macropsis albae","mature",1,5,31,8
"NBNORG0000101676","Macropsis cerea","mature",1,6,30,9
"NBNORG0000101677","Macropsis fuscinervis","mature",1,6,31,8
"NBNORG0000101678","Macropsis fuscula","mature",1,6,30,9
"NBNORG0000101679","Macropsis graminea","mature",1,6,31,8
"NBNORG0000101680","Macropsis impura","mature",1,6,31,8
"NBNORG0000101681","Macropsis infuscata","mature",1,5,31,8
"NBNORG0000101682","Macropsis marginata","mature",1,5,31,8
"NBNORG0000101683","Macropsis prasina","mature",1,6,30,9
"NBNORG0000101684","Macropsis scotti","mature",1,7,31,8
"NBNORG0000101687","Macrosteles horvathi","mature",1,5,31,10
"NBNORG0000101688","Macrosteles laevis","mature",1,5,31,10
"NBNORG0000101689","Macrosteles oshanini","mature",1,8,30,9
"NBNORG0000101690","Macrosteles ossiannilssoni","mature",1,6,31,10
"NBNORG0000101691","Macrosteles septemnotatus","mature",1,6,31,10
"NBNORG0000101692","Macrosteles sexnotatus","mature",1,5,31,10
"NBNORG0000101693","Macrosteles variatus","mature",1,6,31,10
"NBNORG0000101694","Macrosteles viridigriseus","mature",1,5,31,10
"NBNORG0000101696","Macustus grisescens","mature",1,4,31,8
"NBNORG0000101700","Megamelus notula","mature",1,6,31,10
"NBNORG0000101702","Megophthalmus scabripennis","mature",1,6,31,10
"NBNORG0000101703","Megophthalmus scanicus","mature",1,6,31,10
"NBNORG0000101711","Henschia collina","mature",1,5,31,10
"NBNORG0000101712","Erzaleus metrius","mature",1,6,31,10
"NBNORG0000101719","Muellerianella brevipennis","mature",1,6,31,10
"NBNORG0000101720","Muellerianella extrusa","mature",1,6,31,10
"NBNORG0000101721","Muellerianella fairmairei","mature",1,6,31,10
"NBNORG0000101723","Muirodelphax aubei","mature",1,4,31,10
"NBNORG0000101732","Neophilaenus campestris","mature",1,5,31,10
"NBNORG0000101733","Neophilaenus exclamationis","mature",1,5,31,10
"NBNORG0000101734","Neophilaenus lineatus","mature",1,6,30,11
"NBNORG0000101736","Notus flavipennis","mature",1,5,31,10
"NBNORG0000101738","Pentastiridius leporinus","mature",1,5,31,8
"NBNORG0000101739","Reptalus (Reptalus) panzeri","mature",1,6,31,8
"NBNORG0000101742","Oncopsis alni","mature",1,5,31,8
"NBNORG0000101743","Oncopsis avellanae","mature",1,5,31,8
"NBNORG0000101744","Oncopsis carpini","mature",1,5,31,8
"NBNORG0000101745","Oncopsis flavicollis","mature",1,5,31,7
"NBNORG0000101746","Oncopsis subangulata","mature",1,5,31,8
"NBNORG0000101747","Oncopsis tristis","mature",1,6,31,8
"NBNORG0000101749","Opsius stactogalus","mature",1,6,31,10
"NBNORG0000101755","Rhopalopyx adumbrata","mature",1,6,31,10
"NBNORG0000101756","Paluda flaveola","mature",1,6,31,10
"NBNORG0000101757","Rhopalopyx vitripennis","mature",1,5,31,10
"NBNORG0000101760","Paraliburnia adela","mature",1,5,30,9
"NBNORG0000101761","Paraliburnia clypealis","mature",1,5,30,9
"NBNORG0000101764","Paramesus obtusifrons","mature",1,7,31,10
"NBNORG0000101777","Philaenus spumarius","mature",1,6,31,10
"NBNORG0000101782","Placotettix taeniatifrons","mature",1,8,31,10
"NBNORG0000101786","Platymetopius undatus","mature",1,7,30,9
"NBNORG0000101792","Psammotettix cephalotes","mature",1,5,31,10
"NBNORG0000101793","Psammotettix confinis","mature",1,5,31,10
"NBNORG0000101794","Psammotettix frigidus","mature",1,6,31,8
"NBNORG0000101795","Psammotettix sabulicola","mature",1,5,30,9
"NBNORG0000101828","Recilia coronifera","mature",1,6,31,10
"NBNORG0000101835","Rhytidodus decimusquartus","mature",1,6,31,10
"NBNORG0000101837","Rhytistylus proceps","mature",1,6,31,10
"NBNORG0000101839","Ribautiana cruciata","mature",1,6,31,8
"NBNORG0000101840","Ribautiana debilis","mature",1,5,30,11
"NBNORG0000101841","Ribautiana scalaris","mature",1,5,30,9
"NBNORG0000101842","Ribautiana ulmi","mature",1,5,30,11
"NBNORG0000101845","Sagatus punctifrons","mature",1,6,30,9
"NBNORG0000101847","Sardius argus","mature",1,5,31,10
"NBNORG0000101850","Ophiola cornicula","mature",1,6,30,9
"NBNORG0000101851","Ophiola decumana","mature",1,5,31,10
"NBNORG0000101853","Sonronius dahlbomi","mature",1,7,30,9
"NBNORG0000101855","Sorhoanus xanthoneurus","mature",1,7,31,10
"NBNORG0000101859","Speudotettix subfusculus","mature",1,4,31,8
"NBNORG0000101861","Stenocranus longipennis","mature",1,7,31,10
"NBNORG0000101867","Stiroma affinis","mature",1,5,31,8
"NBNORG0000101869","Streptanus aemulans","mature",1,6,31,10
"NBNORG0000101870","Streptanus marginatus","mature",1,4,31,8
"NBNORG0000101871","Streptanus sordidus","mature",1,6,31,10
"NBNORG0000101873","Stroggylocephalus agrestis","mature",1,7,31,10
"NBNORG0000101874","Stroggylocephalus livens","mature",1,7,31,10
"NBNORG0000101879","Scottianella dalei","mature",1,4,31,8
"NBNORG0000101880","Paradelphacodes litoralis","mature",1,4,31,8
"NBNORG0000101881","Struebingianella lugubrina","mature",1,4,30,9
"NBNORG0000101883","Tachycixius pilosus","mature",1,4,31,7
"NBNORG0000101889","Thamnotettix confinis","mature",1,5,31,8
"NBNORG0000101890","Thamnotettix dilutior","mature",1,5,31,10
"NBNORG0000101914","Turrutus socialis","mature",1,5,31,10
"NBNORG0000101916","Zonocyba bifasciata","mature",1,6,31,10
"NBNORG0000101917","Typhlocyba quercus","mature",1,6,30,9
"NBNORG0000101919","Nothodelphax distincta","mature",1,4,30,9
"NBNORG0000101925","Xanthodelphax straminea","mature",1,5,30,9
"NBNORG0000101930","Zygina hyperici","mature",1,5,31,10
"NBNORG0000103539","Batracomorphus allionii","mature",1,6,30,9
"NBNORG0000103540","Macropsis megerlei","mature",1,7,31,8
"NBNORG0000103541","Dryodurgades antoniae","mature",1,8,30,11
"NBNORG0000103542","Psammotettix helvolus","mature",1,5,31,10
"NBNORG0000103543","Synophropsis lauri","mature",1,8,31,10
"NBNORG0000103544","Alebra viridis","mature",1,7,31,10
"NBNORG0000103545","Liguropia juniperi","mature",1,7,30,9
"NBNORG0000103546","Eupteryx decemnotata","mature",1,5,31,10
"NBNORG0000103548","Kelisia occirrega","mature",1,7,31,10
"NBNORG0000103549","Delphax crassicornis","mature",1,6,30,9
"NBNORG0000105359","Anaceratagallia venosa","mature",1,7,31,10
"NBNORG0000105360","Anoscopus limicola","mature",1,7,30,9
"NBNORG0000105423","Florodelphax leptosoma sensu stricto","mature",1,4,31,10
"NBNORG0000105427","Macropsis scutellata sensu stricto","mature",1,6,30,9
"NBNORG0000105431","Psammotettix putoni sensu stricto","mature",1,5,31,10
"NBNORG0000105435","Ribautiana tenerrima sensu stricto","mature",1,5,31,12
"NBNORG0000105437","Psammotettix alienus","mature",1,5,31,10
"NBNORG0000105629","Ophiola plutonia","mature",1,6,31,10
"NBNORG0000108174","Oncopsis appendiculata","mature",1,5,31,8
"NBNORG0000108176","Fieberiella septentrionalis","mature",1,7,31,10
"NBNORG0000108180","Pithyotettix abietinus","mature",1,5,30,9
"NBNORG0000108182","Orientus ishidae","mature",1,7,31,10
