"organism_key","taxon","stage","code"
"NBNORG0000103741","Haplophilus subterraneus","mature",3
"NBNORG0000104390","Lamyctes coeculus","mature",4
"NBNORG0000104391","Mecistocephalus punctifrons","mature",4
"NBNORG0000104393","Tygarrup javanicus","mature",4
"NBNORG0000108337","Amphitomeus attemsi","mature",3
"NBNORG0000108338","Brachyiulus lusitanus","mature",3
"NBNORG0000108341","Pseudospirobolellus avernus","mature",3
"NBNORG0000108344","Siphonophoridae sp. Eden A","mature",5
"NBNORG0000108346","Eutrichodesmus sp. Eden A","mature",3
"NBNORG0000108349","Rhinotus purpureus","mature",3
"NBNORG0000108351","Gabunillo sp. Eden A","mature",3
"NBNORG0000108353","Pseudotyphloscia sp. Eden A","mature",3
"NBNORG0000108354","Armadillidium assimile","mature",4
"NBNORG0000108355","Chaetophiloscia sicula","mature",4
"NBNORG0000108357","Lucasius pallidus","mature",3
"NBNORG0000108359","Venezillo parvus","mature",2
"NBNORG0000108360","Cryptops cf. hispanus","mature",5
"NBNORG0000109450","Haplophthalmus mengii","mature",4
