"taxon","tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"Hydropsyche instabilis","NBNSYS0000008418","01","01","1840",,,
"Hydropsyche pellucidula","NBNSYS0000008419","01","01","1836",,,
"Hydropsyche siltalai","NBNSYS0000008421","01","01","1861",,,
"Hydroptila angulata","NBNSYS0000008352","01","01","1913",,,
"Hydroptila cornuta","NBNSYS0000008353","01","01","1915",,,
"Hydroptila forcipata","NBNSYS0000008354","01","01","1874",,,
"Hydroptila lotensis","NBNSYS0000008355","01","01","1959",,,
"Hydroptila martini","NBNSYS0000008356","01","01","1980",,,
"Hydroptila occulta","NBNSYS0000008357","01","01","1874",,,
"Hydroptila pulchricornis","NBNSYS0000008358","01","01","1859",,,
"Hydroptila simulans","NBNSYS0000008359","01","01","1862",,,
"Hydroptila sparsa","NBNSYS0000008360","01","01","1850",,,
"Hydroptila sylvestris","NBNSYS0000008361","01","01","1881",,,
"Hydroptila tigurina","NBNSYS0000008362","01","01","1881",,,
"Hydroptila tineoides","NBNSYS0000008363","01","01","1835",,,
"Hydroptila vectis","NBNSYS0000008365","01","01","1835",,,
"Ironoquia dubia","NBNSYS0000008437","01","01","1837",,,
"Ithytrichia clavata","NBNSYS0000008375","01","01","1939",,,
"Ithytrichia lamellaris","NBNSYS0000008376","01","01","1874",,,
"Lasiocephala basalis","NBNSYS0000008435","01","01","1862",,,
"Lepidostoma hirtum","NHMSYS0020704804","01","01","1836",,,
"Leptocerus interruptus","NHMSYS0020442420","01","01","1830",,,
"Leptocerus lusitanicus","NBNSYS0000008523","01","01","1938",,,
"Leptocerus tineiformis","NBNSYS0000008524","01","01","1834",,,
"Limnephilus affinis","NBNSYS0000008466","01","01","1836",,,
"Limnephilus auricula","NBNSYS0000008467","01","01","1837",,,
"Limnephilus binotatus","NBNSYS0000008468","01","01","1836",,,
"Limnephilus bipunctatus","NBNSYS0000008469","01","01","1837",,,
"Limnephilus borealis","NBNSYS0000008470","01","01","1869",,,
"Limnephilus centralis","NBNSYS0000008471","01","01","1825",,,
"Limnephilus coenosus","NBNSYS0000008472","01","01","1837",,,
"Limnephilus decipiens","NBNSYS0000008473","01","01","1862",,,
"Limnephilus elegans","NBNSYS0000008474","01","01","1831",,,
"Limnephilus extricatus","NBNSYS0000008475","01","01","1861",,,
"Limnephilus flavicornis","NHMSYS0020704807","01","01","1836",,,
"Limnephilus fuscicornis","NBNSYS0000008477","01","01","1830",,,
"Limnephilus griseus","NBNSYS0000008479","01","01","1827",,,
"Limnephilus hirsutus","NBNSYS0000008480","01","01","1859",,,
"Limnephilus ignavus","NBNSYS0000008481","01","01","1860",,,
"Limnephilus incisus","NBNSYS0000008482","01","01","1837",,,
"Limnephilus lunatus","NBNSYS0000008483","01","01","1836",,,
"Limnephilus luridus","NBNSYS0000008484","01","01","1837",,,
"Limnephilus marmoratus","NBNSYS0000008485","01","01","1836",,,
"Limnephilus nigriceps","NBNSYS0000008486","01","01","1858",,,
"Limnephilus pati","NBNSYS0000008487","01","01","1890",,,
"Limnephilus politus","NBNSYS0000008488","01","01","1860",,,
"Limnephilus rhombicus","NBNSYS0000008489","01","01","1827",,,
"Limnephilus sparsus","NBNSYS0000008490","01","01","1837",,,
"Limnephilus stigma","NBNSYS0000008491","01","01","1833",,,
"Limnephilus subcentralis","NBNSYS0000008492","01","01","1878",,,
"Limnephilus tauricus","NBNSYS0000008493","01","01","1892",,,
"Limnephilus vittatus","NHMSYS0020704808","01","01","1837",,,
"Lype phaeopa","NBNSYS0000008385","01","01","1835",,,
"Lype reducta","NBNSYS0000008386","01","01","1837",,,
"Melampophylax mucoreus","NBNSYS0000008449","01","01","1865",,,
"Mesophylax aspersus","NBNSYS0000008450","01","01","1883",,,
"Mesophylax impunctatus","NBNSYS0000008451","01","01","1883",,,
"Metalype fragilis","NBNSYS0000008387","01","01","1868",,,
"Micropterna lateralis","NBNSYS0000008454","01","01","1836",,,
"Micropterna sequax","NBNSYS0000008455","01","01","1859",,,
"Molanna albicans","NBNSYS0000008508","01","01","1879",,,
"Molanna angustata","NBNSYS0000008509","01","01","1819",,,
"Mystacides azurea","NBNSYS0000008525","01","01","1811",,,
"Mystacides longicornis","NBNSYS0000008526","01","01","1825",,,
"Nemotaulius punctatolineatus","NBNSYS0000008495","01","01","1965",,,
"Neureclipsis bimaculata","NBNSYS0000008405","01","01","1860",,,
"Notidobia ciliaris","NBNSYS0000008505","01","01","1836",,,
"Odontocerum albicorne","NBNSYS0000008507","01","01","1825",,,
"Oecetis furva","NBNSYS0000008535","01","01","1862",,,
"Oecetis lacustris","NBNSYS0000008536","01","01","1861",,,
"Oecetis notata","NBNSYS0000008537","01","01","1867",,,
"Oecetis ochracea","NBNSYS0000008538","01","01","1822",,,
"Oecetis testacea","NBNSYS0000008539","01","01","1825",,,
"Oligotricha striata","NBNSYS0000008429","01","01","1833",,,
"Orthotrichia angustella","NBNSYS0000008377","01","01","1862",,,
"Orthotrichia costalis","NBNSYS0000008378","01","01","1859",,,
"Orthotrichia tragetti","NBNSYS0000008379","01","01","1915","31","12","1920"
"Oxyethira distinctella","NBNSYS0000008366","01","01","1900","31","12","1920"
"Oxyethira falcata","NBNSYS0000008367","01","01","1898",,,
"Oxyethira flavicornis","NBNSYS0000008368","01","01","1835",,,
"Oxyethira frici","NBNSYS0000008369","01","01","1880",,,
"Oxyethira mirabilis","NBNSYS0000008370","01","01","1903",,,
"Oxyethira sagittifera","NBNSYS0000008371","01","01","1881",,,
"Oxyethira simplex","NBNSYS0000008372","01","01","1880",,,
"Oxyethira tristella","NBNSYS0000008373","01","01","1885",,,
"Philopotamus montanus","NBNSYS0000008380","01","01","1813",,,
"Phryganea bipunctata","NBNSYS0000008430","01","01","1858",,,
"Phryganea grandis","NBNSYS0000008431","01","01","1823",,,
"Plectrocnemia brevis","NBNSYS0000008406","01","01","1898",,,
"Plectrocnemia conspersa","NBNSYS0000008407","01","01","1860",,,
"Plectrocnemia geniculata","NBNSYS0000008408","01","01","1836",,,
"Polycentropus flavomaculatus","NBNSYS0000008409","01","01","1825",,,
"Polycentropus irroratus","NBNSYS0000008410","01","01","1836",,,
"Polycentropus kingi","NBNSYS0000008411","01","01","1862",,,
"Potamophylax cingulatus","NBNSYS0000008456","01","01","1836",,,
"Potamophylax latipennis","NBNSYS0000008457","01","01","1825",,,
"Potamophylax rotundipennis","NBNSYS0000008458","01","01","1865",,,
"Psychomyia pusilla","NHMSYS0020704831","01","01","1835",,,
"Rhadicoleptus alpestris","NBNSYS0000008497","01","01","1867",,,
"Rhyacophila dorsalis","NBNSYS0000008339","01","01","1825",,,
"Rhyacophila fasciata","NBNSYS0000155925","01","01","1862",,,
"Rhyacophila munda","NBNSYS0000008340","01","01","1845",,,
"Rhyacophila obliterata","NBNSYS0000008341","01","01","1861",,,
"Sericostoma personatum","NBNSYS0000008506","01","01","1825",,,
"Setodes argentipunctellus","NBNSYS0000008540","01","01","1861",,,
"Setodes punctatus","NBNSYS0000008541","01","01","1877",,,
"Silo nigricornis","NBNSYS0000008499","01","01","1859",,,
"Silo pallipes","NHMSYS0020704837","01","01","1836",,,
"Stenophylax permistus","NBNSYS0000008459","01","01","1836",,,
"Stenophylax vibex","NBNSYS0000008460","01","01","1836",,,
"Tinodes assimilis","NBNSYS0000008389","01","01","1862",,,
"Tinodes dives","NBNSYS0000008390","01","01","1865",,,
"Tinodes maclachlani","NBNSYS0000008391","01","01","1861",,,
"Tinodes pallidulus","NBNSYS0000008393","01","01","1949",,,
"Tinodes rostocki","NBNSYS0000008394","01","01","1930",,,
"Tinodes unicolor","NBNSYS0000008395","01","01","1862",,,
"Tinodes waeneri","NBNSYS0000008396","01","01","1836",,,
"Triaenodes bicolor","NBNSYS0000008531","01","01","1836",,,
"Tricholeiochiton fagesii","NBNSYS0000008374","01","01","1891",,,
"Trichostegia minor","NBNSYS0000008432","01","01","1830",,,
"Wormaldia mediana","NBNSYS0000008381","01","01","1867",,,
"Wormaldia occipitalis","NBNSYS0000008382","01","01","1825",,,
"Wormaldia subnigra","NBNSYS0000008383","01","01","1860",,,
"Ylodes conspersus","NBNSYS0000008532","01","01","1829",,,
"Ylodes reuteri","NBNSYS0000008533","01","01","1829",,,
"Ylodes simulans","NBNSYS0000008534","01","01","1906",,,
