"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000010147","Hybomitra lurida","mature",1,5,31,7
"NBNORG0000010148","Hybomitra micans","mature",1,5,30,6
"NBNORG0000010149","Hybomitra montana","mature",1,5,31,8
"NBNORG0000010150","Tabanus autumnalis","mature",1,5,30,9
"NBNORG0000010151","Tabanus bovinus","mature",1,6,30,6
"NBNORG0000010152","Tabanus sudeticus","mature",1,6,30,9
"NBNORG0000010153","Tabanus bromius","mature",1,5,31,8
"NBNORG0000010154","Tabanus maculicornis","mature",1,5,31,7
"NBNORG0000010155","Tabanus miki","mature",1,6,31,8
"NBNORG0000010156","Tabanus cordiger","mature",1,6,31,8
"NBNORG0000010157","Tabanus glaucopis","mature",1,7,30,9
"NBNORG0000010158","Asilus crabroniformis","mature",1,7,30,9
"NBNORG0000010159","Dysmachus trigonus","mature",1,5,30,9
"NBNORG0000010161","Eutolmus rufibarbis","mature",1,6,31,8
"NBNORG0000010162","Machimus atricapillus","mature",1,5,31,10
"NBNORG0000010163","Machimus rusticus","mature",1,6,31,8
"NBNORG0000010164","Neoitamus cothurnatus","mature",1,6,31,7
"NBNORG0000010165","Neoitamus cyanurus","mature",1,5,31,10
"NBNORG0000010166","Pamponerus germanicus","mature",1,5,31,8
"NBNORG0000010167","Philonicus albiceps","mature",1,5,31,10
"NBNORG0000010168","Rhadiurgus variabilis","mature",1,6,31,8
"NBNORG0000010169","Laphria flava","mature",1,5,30,9
"NBNORG0000010170","Leptogaster cylindrica","mature",1,5,31,8
"NBNORG0000010171","Leptogaster guttiventris","mature",1,6,30,9
"NBNORG0000010173","Dioctria atricapilla","mature",1,5,31,7
"NBNORG0000010174","Dioctria baumhaueri","mature",1,5,31,8
"NBNORG0000010175","Dioctria cothurnata","mature",1,5,31,7
"NBNORG0000010176","Dioctria linearis","mature",1,5,31,8
"NBNORG0000010177","Dioctria oelandica","mature",1,5,31,8
"NBNORG0000010178","Dioctria rufipes","mature",1,5,31,8
"NBNORG0000010179","Leptarthrus brevirostris","mature",1,5,31,8
"NBNORG0000010180","Lasiopogon cinctus","mature",1,4,31,8
"NBNORG0000010181","Dialineura anilis","mature",1,5,31,7
"NBNORG0000010184","Thereva bipunctata","mature",1,5,30,9
"NBNORG0000010185","Thereva fulva","mature",1,6,31,7
"NBNORG0000010186","Thereva handlirschi","mature",1,7,31,8
"NBNORG0000010187","Thereva inornata","mature",1,6,30,9
"NBNORG0000010188","Thereva nobilitata","mature",1,5,30,9
"NBNORG0000010189","Thereva strigata","mature",1,5,31,7
"NBNORG0000010190","Thereva valida","mature",1,6,31,7
"NBNORG0000010191","Scenopinus fenestralis","mature",1,6,31,8
"NBNORG0000010192","Scenopinus niger","mature",1,5,31,7
"NBNORG0000010193","Ogcodes gibbosus","mature",1,6,31,8
"NBNORG0000010194","Ogcodes pallipes","mature",1,5,31,8
"NBNORG0000010195","Bombylius canescens","mature",1,5,31,8
"NBNORG0000010196","Bombylius discolor","mature",1,3,30,6
"NBNORG0000010197","Bombylius major","mature",1,3,30,6
"NBNORG0000010198","Bombylius minor","mature",1,7,31,8
"NBNORG0000010199","Thyridanthrax fenestratus","mature",1,5,30,9
"NBNORG0000010200","Villa cingulata","mature",1,6,31,8
"NBNORG0000010201","Phthiria pulicaria","mature",1,5,31,8
"NBNORG0000025181","Haematopota subcylindrica","mature",1,6,31,7
"NBNORG0000026891","Hybomitra solstitialis","mature",1,6,31,7
"NBNORG0000027124","Villa modesta","mature",1,6,30,9
"NBNORG0000027132","Zabrachia tenella","mature",1,6,31,7
"NBNORG0000029222","Pandivirilia melaleuca","mature",1,5,31,7
"NBNORG0000040668","Cliorismia rustica","mature",1,5,31,8
"NBNORG0000040676","Spiriverpa lunulata","mature",1,5,31,8
"NBNORG0000041028","Acrosathe annulata","mature",1,5,31,8
"NBNORG0000041510","Choerades gilvus","mature",1,6,31,7
"NBNORG0000041511","Choerades marginatus","mature",1,5,30,9
"NBNORG0000042178","Hybomitra muehlfeldi","mature",1,6,31,8
"NBNORG0000042204","Ibisia marginata","mature",1,6,31,8
"NBNORG0000042279","Leptarthrus vitripennis","mature",1,6,31,8
"NBNORG0000042372","Machimus arthriticus","mature",1,6,31,8
"NBNORG0000042373","Machimus cingulatus","mature",1,6,31,10
"NBNORG0000042612","Neomochtherus pallipes","mature",1,8,31,8
"NBNORG0000042615","Neopachygaster meromelas","mature",1,6,31,8
"NBNORG0000043078","Ptiolina nigra","mature",1,5,30,6
"NBNORG0000043114","Rhagio scolopaceus","mature",1,5,31,8
"NBNORG0000043465","Thereva cinifera","mature",1,7,31,7
"NBNORG0000043466","Thereva plebeja","mature",1,5,31,7
"NBNORG0000043573","Villa venusta","mature",1,7,31,8
"NBNORG0000043607","Xylomya maculata","mature",1,5,30,6
"NBNORG0000045245","Chrysopilus asiliformis","mature",1,5,31,8
"NBNORG0000045247","Symphoromyia crassicornis","mature",1,6,31,7
"NBNORG0000045258","Beris geniculata","mature",1,5,30,9
"NBNORG0000045261","Pachygaster leachii","mature",1,6,31,8
"NBNORG0000045264","Odontomyia ornata","mature",1,4,31,7
"NBNORG0000045694","Acrocera orbiculus","mature",1,5,30,9
"NBNORG0000103027","Machimus cowini","mature",1,6,31,8
"NBNORG0000103030","Chorisops nagatomii","mature",1,5,31,10
"NBNORG0000103035","Oxycera nigricornis","mature",1,5,31,8
"NBNORG0000103036","Atylotus latistriatus","mature",1,6,31,8
"NBNORG0000103039","Haematopota sp. A","mature",1,8,31,8
"NBNORG0000103040","Haematopota sp. B","mature",1,6,30,6
