"organism_key","taxon","stage","code"
"NBNORG0000010121","Chrysopilus laetus","mature",4
"NBNORG0000010122","Ptiolina obscura","mature",5
"NBNORG0000010123","Spania nigra","mature",4
"NBNORG0000010124","Symphoromyia immaculata","mature",3
"NBNORG0000010125","Atherix ibis","mature",2
"NBNORG0000010126","Atrichops crassipes","mature",3
"NBNORG0000010127","Rhagio annulatus","mature",4
"NBNORG0000010128","Rhagio lineola","mature",2
"NBNORG0000010129","Rhagio notatus","mature",3
"NBNORG0000010130","Rhagio strigosus","mature",4
"NBNORG0000010131","Rhagio tringarius","mature",2
"NBNORG0000010132","Chrysops caecutiens","mature",2
"NBNORG0000010133","Chrysops relictus","mature",3
"NBNORG0000010134","Chrysops sepulcralis","mature",4
"NBNORG0000010135","Chrysops viduatus","mature",3
"NBNORG0000010136","Haematopota bigoti","mature",3
"NBNORG0000010137","Haematopota crassicornis","mature",3
"NBNORG0000010138","Haematopota grandis","mature",3
"NBNORG0000010139","Haematopota pluvialis","mature",3
"NBNORG0000010140","Atylotus fulvus","mature",3
"NBNORG0000010141","Atylotus plebeius","mature",4
"NBNORG0000010142","Atylotus rusticus","mature",3
"NBNORG0000010143","Hybomitra bimaculata","mature",3
"NBNORG0000010144","Hybomitra ciureai","mature",3
"NBNORG0000010145","Hybomitra distinguenda","mature",4
"NBNORG0000010146","Hybomitra expollicata","mature",4
"NBNORG0000010147","Hybomitra lurida","mature",4
"NBNORG0000010148","Hybomitra micans","mature",3
"NBNORG0000010149","Hybomitra montana","mature",4
"NBNORG0000010150","Tabanus autumnalis","mature",3
"NBNORG0000010151","Tabanus bovinus","mature",5
"NBNORG0000010152","Tabanus sudeticus","mature",4
"NBNORG0000010153","Tabanus bromius","mature",3
"NBNORG0000010154","Tabanus maculicornis","mature",3
"NBNORG0000010155","Tabanus miki","mature",4
"NBNORG0000010156","Tabanus cordiger","mature",4
"NBNORG0000010157","Tabanus glaucopis","mature",3
"NBNORG0000010158","Asilus crabroniformis","mature",1
"NBNORG0000010159","Dysmachus trigonus","mature",2
"NBNORG0000010161","Eutolmus rufibarbis","mature",2
"NBNORG0000010162","Machimus atricapillus","mature",3
"NBNORG0000010163","Machimus rusticus","mature",3
"NBNORG0000010164","Neoitamus cothurnatus","mature",4
"NBNORG0000010165","Neoitamus cyanurus","mature",3
"NBNORG0000010166","Pamponerus germanicus","mature",2
"NBNORG0000010167","Philonicus albiceps","mature",3
"NBNORG0000010168","Rhadiurgus variabilis","mature",3
"NBNORG0000010169","Laphria flava","mature",2
"NBNORG0000010170","Leptogaster cylindrica","mature",2
"NBNORG0000010171","Leptogaster guttiventris","mature",3
"NBNORG0000010172","Dasypogon diadema","mature",4
"NBNORG0000010173","Dioctria atricapilla","mature",2
"NBNORG0000010174","Dioctria baumhaueri","mature",2
"NBNORG0000010175","Dioctria cothurnata","mature",3
"NBNORG0000010176","Dioctria linearis","mature",2
"NBNORG0000010177","Dioctria oelandica","mature",2
"NBNORG0000010178","Dioctria rufipes","mature",3
"NBNORG0000010179","Leptarthrus brevirostris","mature",2
"NBNORG0000010180","Lasiopogon cinctus","mature",3
"NBNORG0000010181","Dialineura anilis","mature",3
"NBNORG0000010184","Thereva bipunctata","mature",3
"NBNORG0000010185","Thereva fulva","mature",4
"NBNORG0000010186","Thereva handlirschi","mature",4
"NBNORG0000010187","Thereva inornata","mature",4
"NBNORG0000010188","Thereva nobilitata","mature",3
"NBNORG0000010189","Thereva strigata","mature",4
"NBNORG0000010190","Thereva valida","mature",4
"NBNORG0000010191","Scenopinus fenestralis","mature",3
"NBNORG0000010192","Scenopinus niger","mature",3
"NBNORG0000010193","Ogcodes gibbosus","mature",2
"NBNORG0000010194","Ogcodes pallipes","mature",2
"NBNORG0000010195","Bombylius canescens","mature",2
"NBNORG0000010196","Bombylius discolor","mature",2
"NBNORG0000010197","Bombylius major","mature",1
"NBNORG0000010198","Bombylius minor","mature",2
"NBNORG0000010199","Thyridanthrax fenestratus","mature",1
"NBNORG0000010200","Villa cingulata","mature",3
"NBNORG0000010201","Phthiria pulicaria","mature",2
"NBNORG0000023218","Oxycera varipes","mature",4
"NBNORG0000025181","Haematopota subcylindrica","mature",3
"NBNORG0000026891","Hybomitra solstitialis","mature",4
"NBNORG0000027124","Villa modesta","mature",3
"NBNORG0000027132","Zabrachia tenella","mature",3
"NBNORG0000029222","Pandivirilia melaleuca","mature",3
"NBNORG0000040668","Cliorismia rustica","mature",3
"NBNORG0000040676","Spiriverpa lunulata","mature",3
"NBNORG0000041028","Acrosathe annulata","mature",3
"NBNORG0000041510","Choerades gilvus","mature",2
"NBNORG0000041511","Choerades marginatus","mature",2
"NBNORG0000042178","Hybomitra muehlfeldi","mature",4
"NBNORG0000042204","Ibisia marginata","mature",1
"NBNORG0000042279","Leptarthrus vitripennis","mature",2
"NBNORG0000042372","Machimus arthriticus","mature",4
"NBNORG0000042373","Machimus cingulatus","mature",3
"NBNORG0000042612","Neomochtherus pallipes","mature",4
"NBNORG0000042615","Neopachygaster meromelas","mature",3
"NBNORG0000043078","Ptiolina nigra","mature",5
"NBNORG0000043114","Rhagio scolopaceus","mature",1
"NBNORG0000043465","Thereva cinifera","mature",4
"NBNORG0000043466","Thereva plebeja","mature",4
"NBNORG0000043573","Villa venusta","mature",4
"NBNORG0000043607","Xylomya maculata","mature",2
"NBNORG0000045245","Chrysopilus asiliformis","mature",2
"NBNORG0000045247","Symphoromyia crassicornis","mature",3
"NBNORG0000045258","Beris geniculata","mature",3
"NBNORG0000045261","Pachygaster leachii","mature",2
"NBNORG0000045264","Odontomyia ornata","mature",2
"NBNORG0000045694","Acrocera orbiculus","mature",2
"NBNORG0000103027","Machimus cowini","mature",4
"NBNORG0000103030","Chorisops nagatomii","mature",3
"NBNORG0000103035","Oxycera nigricornis","mature",3
"NBNORG0000103036","Atylotus latistriatus","mature",3
"NBNORG0000103038","Haematopota italica","mature",5
"NBNORG0000103039","Haematopota sp. A","mature",5
"NBNORG0000103040","Haematopota sp. B","mature",5
"NBNORG0000103041","Tabanus spodopterus","mature",5
