"organism_key","taxon","stage","code"
"NBNORG0000041214","Bembidion nigropiceum","mature",3
"NBNORG0000041215","Bembidion lampros","mature",4
"NBNORG0000041216","Bembidion nigricorne","mature",3
"NBNORG0000041217","Bembidion callosum","mature",5
"NBNORG0000041218","Bembidion ephippium","mature",2
"NBNORG0000041219","Bembidion obliquum","mature",3
"NBNORG0000041220","Bembidion varium","mature",3
"NBNORG0000041221","Bembidion aeneum","mature",3
"NBNORG0000041222","Bembidion biguttatum","mature",3
"NBNORG0000041223","Bembidion guttula","mature",4
"NBNORG0000041224","Bembidion iricolor","mature",3
"NBNORG0000041225","Bembidion prasinum","mature",4
"NBNORG0000041226","Bembidion punctulatum","mature",2
"NBNORG0000041227","Bembidion gilvipes","mature",3
"NBNORG0000041228","Bembidion bipunctatum","mature",2
"NBNORG0000041229","Bembidion doris","mature",3
"NBNORG0000041230","Bembidion articulatum","mature",3
"NBNORG0000041231","Bembidion octomaculatum","mature",3
"NBNORG0000042109","Harpalus affinis","mature",2
"NBNORG0000042110","Harpalus anxius","mature",3
"NBNORG0000042111","Harpalus attenuatus","mature",3
"NBNORG0000042112","Harpalus cupreus","mature",5
"NBNORG0000042113","Harpalus dimidiatus","mature",3
"NBNORG0000042114","Harpalus honestus","mature",3
"NBNORG0000042115","Harpalus latus","mature",3
"NBNORG0000042116","Harpalus rubripes","mature",3
"NBNORG0000042117","Harpalus servus","mature",3
"NBNORG0000042118","Harpalus smaragdinus","mature",3
"NBNORG0000042119","Harpalus tardus","mature",3
"NBNORG0000043519","Trechus fulvus","mature",3
"NBNORG0000043520","Trechus obtusus","mature",3
"NBNORG0000043521","Trechus quadristriatus","mature",3
"NBNORG0000043522","Trechus rubens","mature",3
"NBNORG0000043523","Trechus subnotatus","mature",2
"NBNORG0000087061","Acupalpus maculatus","mature",3
"NBNORG0000087062","Acupalpus parvulus","mature",3
"NBNORG0000087079","Aepus marinus","mature",3
"NBNORG0000087080","Aepopsis robinii","mature",3
"NBNORG0000087131","Agonum chalconotum","mature",5
"NBNORG0000087132","Agonum emarginatum","mature",3
"NBNORG0000087133","Agonum ericeti","mature",3
"NBNORG0000087134","Agonum gracilipes","mature",5
"NBNORG0000087135","Agonum lugens","mature",5
"NBNORG0000087136","Agonum marginatum","mature",1
"NBNORG0000087137","Agonum muelleri","mature",2
"NBNORG0000087138","Agonum nigrum","mature",3
"NBNORG0000087139","Agonum sexpunctatum","mature",3
"NBNORG0000087140","Agonum versutum","mature",4
"NBNORG0000087141","Agonum viduum","mature",3
"NBNORG0000087143","Agonum fuliginosum","mature",3
"NBNORG0000087144","Agonum gracile","mature",4
"NBNORG0000087145","Agonum micans","mature",4
"NBNORG0000087146","Agonum piceum","mature",4
"NBNORG0000087147","Agonum scitulum","mature",5
"NBNORG0000087148","Agonum thoreyi","mature",3
"NBNORG0000087227","Amara aenea","mature",3
"NBNORG0000087228","Amara anthobia","mature",3
"NBNORG0000087229","Amara communis","mature",3
"NBNORG0000087230","Amara convexior","mature",3
"NBNORG0000087231","Amara curta","mature",3
"NBNORG0000087232","Amara eurynota","mature",3
"NBNORG0000087233","Amara famelica","mature",4
"NBNORG0000087234","Amara familiaris","mature",3
"NBNORG0000087235","Amara lucida","mature",3
"NBNORG0000087236","Amara lunicollis","mature",3
"NBNORG0000087237","Amara montivaga","mature",4
"NBNORG0000087238","Amara nitida","mature",5
"NBNORG0000087239","Amara ovata","mature",3
"NBNORG0000087240","Amara similata","mature",3
"NBNORG0000087241","Amara spreta","mature",4
"NBNORG0000087242","Amara tibialis","mature",2
"NBNORG0000087244","Amara apricaria","mature",3
"NBNORG0000087245","Amara consularis","mature",3
"NBNORG0000087246","Amara fulva","mature",3
"NBNORG0000087248","Amara bifrons","mature",3
"NBNORG0000087249","Amara cursitans","mature",5
"NBNORG0000087250","Amara fusca","mature",3
"NBNORG0000087251","Amara infima","mature",3
"NBNORG0000087252","Amara praetermissa","mature",3
"NBNORG0000087254","Amara quenseli","mature",3
"NBNORG0000087256","Amara equestris","mature",3
"NBNORG0000087258","Amara plebeja","mature",3
"NBNORG0000087259","Amara strenua","mature",3
"NBNORG0000087278","Anchomenus dorsalis","mature",1
"NBNORG0000087283","Anisodactylus binotatus","mature",3
"NBNORG0000087328","Anthracus consputus","mature",2
"NBNORG0000087492","Badister bullatus","mature",2
"NBNORG0000087493","Badister meridionalis","mature",4
"NBNORG0000087494","Badister unipustulatus","mature",3
"NBNORG0000087496","Badister collaris","mature",4
"NBNORG0000087497","Badister dilatatus","mature",4
"NBNORG0000087498","Badister peltatus","mature",4
"NBNORG0000087500","Badister sodalis","mature",2
"NBNORG0000087507","Platynus livens","mature",2
"NBNORG0000087517","Bembidion quadripustulatum","mature",3
"NBNORG0000087519","Bembidion atrocaeruleum","mature",4
"NBNORG0000087520","Bembidion coeruleum","mature",5
"NBNORG0000087521","Bembidion geniculatum","mature",4
"NBNORG0000087523","Bembidion clarkii","mature",3
"NBNORG0000087528","Bembidion properans","mature",4
"NBNORG0000087531","Bembidion genei","mature",2
"NBNORG0000087534","Bembidion semipunctatum","mature",3
"NBNORG0000087536","Bembidion bruxellense","mature",3
"NBNORG0000087538","Bembidion bualei ssp. bualei","mature",4
"NBNORG0000087539","Bembidion decorum","mature",3
"NBNORG0000087540","Bembidion deletum","mature",3
"NBNORG0000087541","Bembidion femoratum","mature",4
"NBNORG0000087542","Bembidion fluviatile","mature",4
"NBNORG0000087543","Bembidion lunatum","mature",3
"NBNORG0000087544","Bembidion maritimum","mature",3
"NBNORG0000087545","Bembidion monticola","mature",3
"NBNORG0000087546","Bembidion saxatile","mature",3
"NBNORG0000087547","Bembidion stephensii","mature",3
"NBNORG0000087548","Bembidion testaceum","mature",4
"NBNORG0000087549","Bembidion tetracolum","mature",4
"NBNORG0000087551","Bembidion lunulatum","mature",3
"NBNORG0000087552","Bembidion mannerheimii","mature",4
"NBNORG0000087554","Bembidion obtusum","mature",3
"NBNORG0000087558","Sinechostictus inustus","mature",4
"NBNORG0000087560","Bembidion schueppelii","mature",3
"NBNORG0000087562","Sinechostictus stomoides","mature",3
"NBNORG0000087567","Bembidion virens","mature",4
"NBNORG0000087634","Blemus discus","mature",3
"NBNORG0000087657","Brachinus crepitans","mature",1
"NBNORG0000087659","Brachinus sclopeta","mature",1
"NBNORG0000087675","Bracteon argenteolum","mature",2
"NBNORG0000087676","Bracteon litorale","mature",2
"NBNORG0000087678","Bradycellus caucasicus","mature",4
"NBNORG0000087679","Bradycellus csikii","mature",4
"NBNORG0000087680","Bradycellus harpalinus","mature",3
"NBNORG0000087718","Calathus rotundicollis","mature",2
"NBNORG0000087720","Calathus ambiguus","mature",3
"NBNORG0000087721","Calathus cinctus","mature",3
"NBNORG0000087722","Calathus erratus","mature",3
"NBNORG0000087723","Calathus fuscipes","mature",2
"NBNORG0000087724","Calathus melanocephalus","mature",3
"NBNORG0000087725","Calathus micropterus","mature",3
"NBNORG0000087726","Calathus mollis","mature",2
"NBNORG0000087729","Callistus lunatus","mature",1
"NBNORG0000087733","Calodromius spilotus","mature",2
"NBNORG0000087752","Carabus nemoralis","mature",2
"NBNORG0000087754","Carabus auratus","mature",2
"NBNORG0000087755","Carabus cancellatus","mature",4
"NBNORG0000087761","Carabus intricatus","mature",2
"NBNORG0000087763","Carabus arvensis","mature",2
"NBNORG0000087766","Carabus nitens","mature",2
"NBNORG0000087768","Carabus clatratus","mature",1
"NBNORG0000087770","Carabus violaceus","mature",2
"NBNORG0000087774","Carabus problematicus","mature",2
"NBNORG0000087778","Carabus monilis","mature",2
"NBNORG0000087783","Carabus convexus","mature",5
"NBNORG0000087823","Cicindela maritima","mature",2
"NBNORG0000087866","Chlaenius nigricornis","mature",3
"NBNORG0000087938","Curtonotus alpinus","mature",3
"NBNORG0000087939","Curtonotus aulicus","mature",3
"NBNORG0000087940","Curtonotus convexiusculus","mature",3
"NBNORG0000087947","Cylindera germanica","mature",1
"NBNORG0000087952","Cymindis axillaris","mature",3
"NBNORG0000087953","Cymindis macularis","mature",4
"NBNORG0000087955","Cymindis vaporariorum","mature",3
"NBNORG0000088000","Demetrias atricapillus","mature",2
"NBNORG0000088001","Demetrias monostigma","mature",2
"NBNORG0000088003","Demetrias imperialis","mature",2
"NBNORG0000088036","Dicheirotrichus gustavii","mature",3
"NBNORG0000088075","Dromius agilis","mature",3
"NBNORG0000088076","Dromius angustus","mature",3
"NBNORG0000088097","Dyschirius aeneus","mature",3
"NBNORG0000088098","Dyschirius extensus","mature",5
"NBNORG0000088099","Dyschirius globosus","mature",2
"NBNORG0000088100","Dyschirius impunctipennis","mature",4
"NBNORG0000088101","Dyschirius tristis","mature",3
"NBNORG0000088102","Dyschirius nitidus","mature",4
"NBNORG0000088103","Dyschirius politus","mature",4
"NBNORG0000088104","Dyschirius salinus","mature",2
"NBNORG0000088106","Dyschirius angustatus","mature",2
"NBNORG0000088107","Dyschirius obscurus","mature",3
"NBNORG0000088108","Dyschirius thoracicus","mature",2
"NBNORG0000088119","Tachyura parvula","mature",4
"NBNORG0000088120","Tachyura quadrisignata","mature",4
"NBNORG0000088121","Tachyura walkeriana","mature",4
"NBNORG0000088124","Elaphrus cupreus","mature",2
"NBNORG0000088125","Elaphrus lapponicus","mature",2
"NBNORG0000088126","Elaphrus uliginosus","mature",3
"NBNORG0000088128","Elaphrus riparius","mature",2
"NBNORG0000088206","Eurynebria complanata","mature",1
"NBNORG0000088323","Harpalus melancholicus","mature",5
"NBNORG0000088327","Harpalus froelichii","mature",3
"NBNORG0000088328","Harpalus laevipes","mature",3
"NBNORG0000088329","Harpalus neglectus","mature",3
"NBNORG0000088330","Harpalus pumilus","mature",3
"NBNORG0000088331","Harpalus rufipalpis","mature",3
"NBNORG0000088332","Harpalus serripes","mature",3
"NBNORG0000088334","Harpalus calceatus","mature",5
"NBNORG0000088335","Harpalus griseus","mature",4
"NBNORG0000088336","Harpalus rufipes","mature",3
"NBNORG0000088531","Laemostenus complanatus","mature",3
"NBNORG0000088533","Laemostenus terricola","mature",3
"NBNORG0000088566","Lebia chlorocephala","mature",2
"NBNORG0000088567","Lebia cyanocephala","mature",2
"NBNORG0000088569","Lebia cruxminor","mature",2
"NBNORG0000088570","Lebia marginata","mature",4
"NBNORG0000088571","Lebia scapularis","mature",4
"NBNORG0000088592","Leistus fulvibarbis","mature",2
"NBNORG0000088594","Leistus ferrugineus","mature",2
"NBNORG0000088595","Leistus terminatus","mature",2
"NBNORG0000088597","Leistus montanus","mature",4
"NBNORG0000088598","Leistus rufomarginatus","mature",2
"NBNORG0000088599","Leistus spinibarbis","mature",2
"NBNORG0000088612","Licinus punctatulus","mature",2
"NBNORG0000088643","Loricera pilicornis","mature",1
"NBNORG0000088798","Nebria nivalis","mature",3
"NBNORG0000088799","Nebria rufescens","mature",3
"NBNORG0000088801","Nebria brevicollis","mature",3
"NBNORG0000088802","Nebria salina","mature",3
"NBNORG0000088804","Nebria livida","mature",1
"NBNORG0000088852","Notiophilus aestuans","mature",3
"NBNORG0000088853","Notiophilus biguttatus","mature",2
"NBNORG0000088854","Notiophilus substriatus","mature",2
"NBNORG0000088898","Ocys harpaloides/tachysoides agg.","mature",2
"NBNORG0000088899","Ocys quinquestriatus","mature",3
"NBNORG0000088923","Omophron limbatum","mature",1
"NBNORG0000088942","Oodes helopioides","mature",1
"NBNORG0000088946","Ophonus cordatus","mature",5
"NBNORG0000088947","Ophonus laticollis","mature",3
"NBNORG0000088948","Ophonus melletii","mature",4
"NBNORG0000088950","Ophonus puncticeps","mature",4
"NBNORG0000088952","Ophonus rufibarbis","mature",4
"NBNORG0000088953","Ophonus rupicola","mature",4
"NBNORG0000088954","Ophonus schaubergerianus","mature",4
"NBNORG0000088955","Ophonus subsinuatus","mature",5
"NBNORG0000088957","Ophonus ardosiacus","mature",3
"NBNORG0000088958","Ophonus azureus","mature",3
"NBNORG0000088959","Ophonus sabulicola","mature",3
"NBNORG0000088960","Ophonus stictus","mature",3
"NBNORG0000088998","Oxypselaphus obscurus","mature",1
"NBNORG0000089015","Panagaeus bipustulatus","mature",2
"NBNORG0000089024","Paradromius linearis","mature",3
"NBNORG0000089025","Paradromius longiceps","mature",3
"NBNORG0000089029","Paranchus albipes","mature",1
"NBNORG0000089040","Patrobus atrorufus","mature",3
"NBNORG0000089079","Philorhizus melanocephalus","mature",2
"NBNORG0000089080","Philorhizus notatus","mature",3
"NBNORG0000089081","Philorhizus quadrisignatus","mature",3
"NBNORG0000089082","Philorhizus sigma","mature",3
"NBNORG0000089083","Philorhizus vectensis","mature",3
"NBNORG0000089115","Platyderus depressus","mature",2
"NBNORG0000089119","Limodromus assimilis","mature",2
"NBNORG0000089141","Poecilus cupreus","mature",3
"NBNORG0000089142","Poecilus kugelanni","mature",2
"NBNORG0000089143","Poecilus lepidus","mature",2
"NBNORG0000089144","Poecilus versicolor","mature",3
"NBNORG0000089148","Polistichus connexus","mature",2
"NBNORG0000089158","Porotachys bisulcatus","mature",4
"NBNORG0000089215","Pterostichus macer","mature",3
"NBNORG0000089217","Pterostichus diligens","mature",3
"NBNORG0000089218","Pterostichus strenuus","mature",3
"NBNORG0000089220","Pterostichus adstrictus","mature",3
"NBNORG0000089221","Pterostichus oblongopunctatus","mature",3
"NBNORG0000089222","Pterostichus quadrifoveolatus","mature",3
"NBNORG0000089224","Pterostichus vernalis","mature",3
"NBNORG0000089226","Pterostichus aterrimus","mature",3
"NBNORG0000089228","Pterostichus melanarius","mature",3
"NBNORG0000089230","Pedius longicollis","mature",3
"NBNORG0000089232","Pterostichus niger","mature",3
"NBNORG0000089234","Pterostichus anthracinus","mature",3
"NBNORG0000089235","Pterostichus gracilis","mature",3
"NBNORG0000089236","Pterostichus minor","mature",3
"NBNORG0000089237","Pterostichus nigrita","mature",4
"NBNORG0000089238","Pterostichus rhaeticus","mature",4
"NBNORG0000089243","Pterostichus aethiops","mature",3
"NBNORG0000089244","Pterostichus madidus","mature",3
"NBNORG0000089410","Sericoda quadripunctata","mature",4
"NBNORG0000089463","Stenolophus comma","mature",5
"NBNORG0000089464","Stenolophus mixtus","mature",2
"NBNORG0000089564","Syntomus foveatus","mature",3
"NBNORG0000089565","Syntomus obscuroguttatus","mature",3
"NBNORG0000089566","Syntomus truncatellus","mature",3
"NBNORG0000089568","Synuchus vivalis","mature",2
"NBNORG0000089583","Tachys bistriatus","mature",3
"NBNORG0000089584","Tachys micros","mature",3
"NBNORG0000089585","Tachys obtusiusculus","mature",3
"NBNORG0000089587","Tachys scutellaris","mature",2
"NBNORG0000089655","Trechoblemus micros","mature",3
"NBNORG0000089658","Trechus rivularis","mature",3
"NBNORG0000089659","Trechus secalis","mature",3
"NBNORG0000108321","Somotrichus unifasciatus","mature",4
