organism_key,taxon,stage,code
NBNORG0000023764,Ditrichum pusillum,mature,4
NBNORG0000023765,Ditrichum lineare,mature,4
NBNORG0000023766,Ditrichum plumbicola,mature,5
NBNORG0000023767,Ditrichum cornubicum,mature,5
NBNORG0000023768,Trematodon ambiguus,mature,1
NBNORG0000023769,Seligeria brevifolia,mature,5
NBNORG0000023770,Seligeria trifaria s.str.,mature,5
NBNORG0000023771,Blindiadelphus diversifolius,mature,5
NBNORG0000023772,Seligeria carniolica,mature,5
NBNORG0000023773,Saelania glaucescens,mature,5
NBNORG0000023775,Rhabdoweisia crispata,mature,4
NBNORG0000023776,Cynodontium polycarpon,mature,4
NBNORG0000023777,Cynodontium fallax,mature,5
NBNORG0000023778,Oncophorus virens s.l.,mature,4
NBNORG0000023779,Oncophorus wahlenbergii,mature,4
NBNORG0000023781,Dicranella grevilleana,mature,5
NBNORG0000023782,Dicranella crispa,mature,5
NBNORG0000023783,Dicranella subulata,mature,4
NBNORG0000023784,Dicranella varia s.l.,mature,1
NBNORG0000023785,Dicranella cerviculata,mature,4
NBNORG0000023786,Dicranella heteromalla,mature,1
NBNORG0000023787,Dicranoweisia cirrata,mature,1
NBNORG0000023788,Hymenoloma crispulum,mature,4
NBNORG0000023789,Dicranum polysetum,mature,1
NBNORG0000023790,Dicranum leioneuron,mature,5
NBNORG0000023791,Dicranum scoparium,mature,1
NBNORG0000023792,Dicranum majus,mature,1
NBNORG0000023793,Dicranum spurium,mature,4
NBNORG0000023795,Dicranum fuscescens,mature,4
NBNORG0000023796,Dicranum elongatum,mature,5
NBNORG0000023797,Dicranum montanum,mature,4
NBNORG0000023798,Dicranum flagellare,mature,4
NBNORG0000023799,Dicranodontium asperulum,mature,4
NBNORG0000023800,Campylopus schimperi,mature,4
NBNORG0000023803,Campylopus introflexus,mature,1
NBNORG0000023804,Paraleucobryum longifolium,mature,5
NBNORG0000023806,Fissidens viridulus,mature,4
NBNORG0000023807,Fissidens crispus,mature,5
NBNORG0000023808,Fissidens incurvus,mature,1
NBNORG0000023810,Fissidens bryoides var. caespitans,mature,4
NBNORG0000023811,Fissidens monguillonii,mature,5
NBNORG0000023812,Fissidens exilis,mature,2
NBNORG0000023813,Fissidens celticus,mature,4
NBNORG0000023814,Fissidens osmundoides,mature,4
NBNORG0000023816,Fissidens adianthoides,mature,3
NBNORG0000023817,Fissidens serrulatus,mature,4
NBNORG0000023818,Encalypta alpina,mature,4
NBNORG0000023819,Encalypta vulgaris,mature,1
NBNORG0000023820,Encalypta ciliata,mature,4
NBNORG0000023821,Encalypta rhaptocarpa,mature,4
NBNORG0000023822,Encalypta streptocarpa,mature,1
NBNORG0000023823,Tortula canescens,mature,4
NBNORG0000023825,Tortula solmsii,mature,5
NBNORG0000023828,Aloina brevirostris,mature,4
NBNORG0000023829,Aloina rigida,mature,4
NBNORG0000023830,Aloina aloides s.str.,mature,3
NBNORG0000023831,Scopelophila cataractae,mature,4
NBNORG0000023832,Pterygoneurum lamellatum,mature,5
NBNORG0000023833,Tortula acaulon,mature,1
NBNORG0000023834,Tortula acaulon var. acaulon,mature,4
NBNORG0000023835,Hennediella stanfordensis,mature,4
NBNORG0000023837,Barbula unguiculata,mature,1
NBNORG0000023839,Gymnostomum calcareum,mature,4
NBNORG0000023840,Gymnostomum viridulum,mature,4
NBNORG0000023841,Gymnostomum aeruginosum,mature,2
NBNORG0000023842,Gyroweisia tenuis,mature,4
NBNORG0000023843,Gyroweisia reflexa,mature,5
NBNORG0000023844,Leptobarbula berica,mature,4
NBNORG0000023845,Anoectangium aestivum,mature,4
NBNORG0000023846,Weissia controversa,mature,2
NBNORG0000023847,Weissia perssonii,mature,4
NBNORG0000023848,Weissia rutilans,mature,4
NBNORG0000023849,Weissia rostellata,mature,5
NBNORG0000023850,Weissia wilsonii,mature,5
NBNORG0000023852,Weissia levieri,mature,5
NBNORG0000023853,Trichostomum crispulum,mature,4
NBNORG0000023854,Trichostomum brachydontium sensu lato,mature,4
NBNORG0000023855,Tortella tortuosa,mature,1
NBNORG0000023857,Tortella inflexa,mature,2
NBNORG0000023858,Tortella nitida,mature,4
NBNORG0000023859,Tortella squarrosa,mature,4
NBNORG0000023860,Leptodontium flexifolium,mature,2
NBNORG0000023861,Leptodontium gemmascens,mature,1
NBNORG0000023862,Cinclidotus fontinaloides,mature,2
NBNORG0000023863,Coscinodon cribrosus,mature,4
NBNORG0000023865,Schistidium atrofuscum,mature,5
NBNORG0000023867,Schistidium trichodon,mature,5
NBNORG0000023868,Grimmia crinita,mature,5
NBNORG0000023869,Grimmia laevigata,mature,4
NBNORG0000023870,Grimmia arenaria,mature,5
NBNORG0000023871,Grimmia donniana,mature,2
NBNORG0000023873,Grimmia ovalis,mature,4
NBNORG0000023874,Grimmia incurva,mature,4
NBNORG0000023877,Grimmia trichophylla,mature,4
NBNORG0000023878,Grimmia hartmanii,mature,4
NBNORG0000023880,Racomitrium aciculare,mature,1
NBNORG0000023881,Racomitrium aquaticum,mature,4
NBNORG0000023882,Racomitrium fasciculare,mature,1
NBNORG0000023883,Racomitrium heterostichum sensu Smith (2004),mature,4
NBNORG0000023884,Racomitrium lanuginosum,mature,1
NBNORG0000023885,Racomitrium ericoides,mature,4
NBNORG0000023886,Racomitrium elongatum,mature,4
NBNORG0000023888,Racomitrium macounii,mature,5
NBNORG0000023889,Glyphomitrium daviesii,mature,4
NBNORG0000023890,Discelium nudum,mature,1
NBNORG0000023891,Funaria hygrometrica,mature,1
NBNORG0000023892,Physcomitrium pyriforme,mature,2
NBNORG0000023893,Physcomitrium eurystomum,mature,5
NBNORG0000023894,Ephemerum cohaerens,mature,5
NBNORG0000023895,Ephemerum serratum s.str.,mature,4
NBNORG0000023897,Oedipodium griffithianum,mature,1
NBNORG0000023898,Tayloria lingulata,mature,5
NBNORG0000023899,Splachnum sphaericum,mature,1
NBNORG0000023900,Splachnum ampullaceum,mature,1
NBNORG0000023901,Splachnum vasculosum,mature,4
NBNORG0000023902,Mielichhoferia mielichhoferiana,mature,5
NBNORG0000023903,Orthodontium lineare,mature,1
NBNORG0000023904,Pohlia elongata,mature,2
NBNORG0000023905,Pohlia crudoides,mature,5
NBNORG0000023906,Pohlia cruda,mature,2
NBNORG0000023907,Pohlia nutans,mature,2
NBNORG0000023908,Pohlia scotica,mature,5
NBNORG0000023909,Pohlia bulbifera,mature,4
NBNORG0000023910,Pohlia annotina,mature,2
NBNORG0000023911,Epipterygium tozeri,mature,2
NBNORG0000023912,Bryum zieri,mature,2
NBNORG0000023913,Bryum demissum,mature,4
NBNORG0000023914,Bryum calophyllum,mature,5
NBNORG0000023916,Bryum weigelii,mature,4
NBNORG0000023917,Bryum knowltonii,mature,5
NBNORG0000023918,Bryum donianum,mature,4
NBNORG0000023920,Bryum elegans,mature,4
NBNORG0000023922,Bryum canariense,mature,4
NBNORG0000023923,Bryum pallescens,mature,4
NBNORG0000023926,Bryum gemmiparum,mature,5
NBNORG0000023927,Bryum mildeanum,mature,5
NBNORG0000023929,Bryum argenteum,mature,1
NBNORG0000023930,Bryum radiculosum,mature,4
NBNORG0000023931,Bryum ruderale,mature,3
NBNORG0000023932,Bryum violaceum,mature,3
NBNORG0000023933,Bryum tenuisetum,mature,4
NBNORG0000023934,Bryum rubens,mature,2
NBNORG0000023935,Rhodobryum roseum,mature,1
NBNORG0000023936,Mnium hornum,mature,1
NBNORG0000023937,Mnium thomsonii,mature,4
NBNORG0000023938,Mnium lycopodioides,mature,4
NBNORG0000023939,Mnium marginatum,mature,4
NBNORG0000023940,Mnium marginatum var. dioicum,mature,4
NBNORG0000023941,Mnium spinosum,mature,4
NBNORG0000023942,Mnium stellare,mature,2
NBNORG0000023943,Cinclidium stygium,mature,4
NBNORG0000023944,Aulacomnium palustre,mature,1
NBNORG0000023945,Aulacomnium turgidum,mature,1
NBNORG0000023946,Aulacomnium androgynum,mature,1
NBNORG0000023947,Paludella squarrosa,mature,1
NBNORG0000023948,Meesia uliginosa,mature,4
NBNORG0000023949,Catoscopium nigritum,mature,1
NBNORG0000023950,Bartramia pomiformis,mature,3
NBNORG0000023951,Bartramia halleriana,mature,4
NBNORG0000023952,Bartramia ithyphylla,mature,3
NBNORG0000023953,Conostomum tetragonum,mature,4
NBNORG0000023954,Philonotis rigida,mature,4
NBNORG0000023955,Philonotis marchica,mature,5
NBNORG0000023956,Philonotis capillaris,mature,4
NBNORG0000023957,Philonotis fontana,mature,1
NBNORG0000023958,Philonotis seriata,mature,4
NBNORG0000023959,Timmia austriaca,mature,5
NBNORG0000023960,Amphidium lapponicum,mature,4
NBNORG0000023961,Nyholmiella gymnostoma,mature,5
NBNORG0000023962,Nyholmiella obtusifolia,mature,4
NBNORG0000023963,Lewinskya striata,mature,4
NBNORG0000023964,Lewinskya rupestris,mature,4
NBNORG0000023965,Orthotrichum anomalum,mature,1
NBNORG0000023968,Orthotrichum pumilum s.l.,mature,5
NBNORG0000023969,Orthotrichum stramineum,mature,4
NBNORG0000023970,Orthotrichum pallens,mature,5
NBNORG0000023971,Orthotrichum tenellum,mature,4
NBNORG0000023972,Orthotrichum diaphanum,mature,1
NBNORG0000023973,Ulota coarctata,mature,4
NBNORG0000023974,Ulota drummondii,mature,4
NBNORG0000023975,Ulota hutchinsiae,mature,4
NBNORG0000023976,Plenogemma phyllantha,mature,1
NBNORG0000023977,Braunia imberbis,mature,4
NBNORG0000023979,Fontinalis antipyretica subsp. gracilis,mature,4
NBNORG0000023983,Antitrichia curtipendula,mature,2
NBNORG0000023984,Nogopterium gracile,mature,1
NBNORG0000023985,Myurium hochstetteri,mature,1
NBNORG0000023986,Neckera pennata,mature,5
NBNORG0000023987,Neckera crispa,mature,1
NBNORG0000023988,Neckera pumila,mature,1
NBNORG0000023989,Hookeria lucens,mature,1
NBNORG0000023991,Myurella tenerrima,mature,4
NBNORG0000023992,Myrinia pulvinata,mature,4
NBNORG0000023993,Habrodon perpusillus,mature,4
NBNORG0000023994,Pseudoleskeella nervosa,mature,5
NBNORG0000023995,Leskea polycarpa,mature,1
NBNORG0000023998,Anomodon longifolius,mature,4
NBNORG0000023999,Thuidium delicatulum,mature,4
NBNORG0000024000,Thuidium recognitum,mature,4
NBNORG0000024003,Hygroamblystegium varium,mature,4
NBNORG0000024004,Hygroamblystegium humile,mature,4
NBNORG0000024005,Drepanocladus aduncus,mature,4
NBNORG0000024006,Drepanocladus sendtneri,mature,5
NBNORG0000024007,Drepanocladus lycopodioides,mature,4
NBNORG0000024008,Scorpidium revolvens,mature,4
NBNORG0000024009,Sanionia orthothecioides,mature,4
NBNORG0000024010,Hygrohypnella polaris,mature,5
NBNORG0000024012,Hygrohypnum styriacum,mature,5
NBNORG0000024013,Platyhypnum smithii,mature,4
NBNORG0000024014,Platyhypnum molle,mature,4
NBNORG0000024015,Scorpidium scorpioides,mature,1
NBNORG0000024016,Calliergon cordifolium,mature,4
NBNORG0000024017,Calliergon giganteum,mature,4
NBNORG0000024018,Sarmentypnum sarmentosum,mature,1
NBNORG0000024020,Isothecium holtii,mature,2
NBNORG0000024021,Cirriphyllum piliferum,mature,1
NBNORG0000024022,Brachythecium cirrosum,mature,5
NBNORG0000024023,Eurhynchium striatum,mature,2
NBNORG0000024024,Eurhynchiastrum pulchellum,mature,5
NBNORG0000024027,Oxyrrhynchium speciosum,mature,4
NBNORG0000024028,Rhynchostegiella tenella,mature,1
NBNORG0000024029,Rhynchostegiella curviseta,mature,4
NBNORG0000024030,Entodon concinnus,mature,4
NBNORG0000024032,Plagiothecium platyphyllum,mature,4
NBNORG0000024033,Hageniella micans,mature,4
NBNORG0000024034,Homomallium incurvatum,mature,5
NBNORG0000024036,Buckia vaucheri,mature,5
NBNORG0000024038,Hypnum uncinulatum,mature,5
NBNORG0000024039,Hypnum imponens,mature,5
NBNORG0000024040,Campylium bambergeri,mature,4
NBNORG0000024041,Calliergonella lindbergii,mature,4
NBNORG0000024042,Stereodon callichrous,mature,4
NBNORG0000024043,Ptilium crista-castrensis,mature,1
NBNORG0000024046,Rhytidium rugosum,mature,1
NBNORG0000024047,Hylocomiastrum pyrenaicum,mature,4
NBNORG0000024849,Barbilophozia quadriloba,mature,4
NBNORG0000024870,Marchantia polymorpha subsp. polymorpha,mature,4
NBNORG0000024871,Marchantia polymorpha subsp. montivagans,mature,4
NBNORG0000024872,Marchantia polymorpha subsp. ruderalis,mature,1
NBNORG0000024927,Grimmia reflexidens,mature,5
NBNORG0000024928,Mesoptychia gillmanii var. laxa,mature,5
NBNORG0000024929,Nardia insecta,mature,5
NBNORG0000025196,Scorpidium cossonii,mature,4
NBNORG0000026701,Abietinella abietina,mature,1
NBNORG0000026752,Bryum subapiculatum,mature,4
NBNORG0000026754,Calliergonella cuspidata,mature,1
NBNORG0000026757,Campylopus pilifer,mature,4
NBNORG0000026787,Dialytrichia mucronata,mature,2
NBNORG0000026815,Didymodon cordatus,mature,5
NBNORG0000026816,Didymodon ferrugineus,mature,4
NBNORG0000026817,Didymodon glaucus,mature,5
NBNORG0000026818,Didymodon insulanus,mature,1
NBNORG0000026819,Didymodon luridus,mature,2
NBNORG0000026821,Didymodon maximus,mature,5
NBNORG0000026822,Didymodon nicholsonii,mature,2
NBNORG0000026823,Didymodon sinuosus,mature,1
NBNORG0000026824,Didymodon spadiceus,mature,4
NBNORG0000026825,Didymodon tophaceus,mature,2
NBNORG0000026850,Entosthodon attenuatus,mature,1
NBNORG0000026851,Entosthodon obtusus,mature,2
NBNORG0000026862,Fissidens dubius,mature,3
NBNORG0000026876,Grimmia lisae,mature,4
NBNORG0000026893,Platyhypnum duriusculum,mature,4
NBNORG0000026918,Leptodictyum riparium,mature,1
NBNORG0000026944,Marsupella stableri,mature,5
NBNORG0000026980,Palustriella commutata,mature,6
NBNORG0000026981,Palustriella decipiens,mature,5
NBNORG0000026998,Phaeoceros carolinianus,mature,4
NBNORG0000027010,Pohlia proligera s.str.,mature,4
NBNORG0000027018,Lescuraea incurvata,mature,5
NBNORG0000027019,Lescuraea patens,mature,5
NBNORG0000027074,Schistidium rivulare s.str.,mature,1
NBNORG0000027075,Pseudoscleropodium purum,mature,1
NBNORG0000027088,Sphagnum auriculatum,mature,1
NBNORG0000027094,Syntrichia princeps,mature,4
NBNORG0000027097,Tayloria tenuis,mature,5
NBNORG0000027106,Tomentypnum nitens,mature,4
NBNORG0000027109,Tortella bambergeri sensu Bosanquet (2006),mature,4
NBNORG0000027110,Tortula atrovirens,mature,4
NBNORG0000027115,Ulota bruchii,mature,1
NBNORG0000027125,Weissia condensa,mature,4
NBNORG0000028993,Bruchia vogesiaca,mature,1
NBNORG0000040662,Andreaea rothii agg. sensu Smith (1978),mature,6
NBNORG0000040663,Andreaea rupestris agg. sensu Smith (1978),mature,6
NBNORG0000040666,Zygodon viridissimus s.l.,mature,6
NBNORG0000041000,Adelanthus lindenbergianus,mature,5
NBNORG0000041001,Orthotrichum columbicum,mature,5
NBNORG0000041348,Cratoneuron curvicaule,mature,5
NBNORG0000041367,Campylium chrysophyllum,mature,4
NBNORG0000041368,Kandaea elodes,mature,4
NBNORG0000041371,Campylopus gracilis,mature,4
NBNORG0000041774,Dicranella schreberiana,mature,1
NBNORG0000041809,Dicranum flexicaule,mature,5
NBNORG0000041835,Flexitrichum gracile,mature,2
NBNORG0000042079,Grimmia longirostris,mature,4
NBNORG0000042108,Harpalejeunea molleri,mature,4
NBNORG0000042138,Hennediella heimii,mature,1
NBNORG0000042509,Microbryum curvicollum,mature,1
NBNORG0000042510,Microbryum davallianum,mature,3
NBNORG0000042511,Microbryum floerkeanum,mature,4
NBNORG0000042512,Microbryum rectum,mature,1
NBNORG0000042513,Microbryum starckeanum,mature,3
NBNORG0000042545,Molendoa warburgii,mature,4
NBNORG0000042962,Plagiopus oederianus,mature,4
NBNORG0000043009,Pottiopsis caespitosa,mature,4
NBNORG0000043139,Rhynchostegiella litorea,mature,4
NBNORG0000043140,Rhynchostegiella teneriffae,mature,4
NBNORG0000043197,Sanionia uncinata,mature,1
NBNORG0000043235,Schistidium crassipilum,mature,2
NBNORG0000043238,Schistidium flaccidum,mature,5
NBNORG0000043239,Schistidium frigidum,mature,4
NBNORG0000043240,Schistidium papillosum,mature,5
NBNORG0000043241,Schistidium platyphyllum,mature,4
NBNORG0000043242,Schistidium pruinosum,mature,5
NBNORG0000043395,Tortula amplexa,mature,5
NBNORG0000043396,Syntrichia montana,mature,2
NBNORG0000043397,Syntrichia ruraliformis,mature,1
NBNORG0000043398,Syntrichia virescens,mature,4
NBNORG0000043506,Tortula lindbergii,mature,4
NBNORG0000043507,Tortula caucasica,mature,4
NBNORG0000043508,Tortula protobryoides,mature,1
NBNORG0000043509,Tortula truncata,mature,1
NBNORG0000043510,Tortula viridifolia,mature,4
NBNORG0000049669,Bartramia,mature,1
NBNORG0000049679,Porella,mature,1
NBNORG0000049793,Hymenostylium recurvirostrum s.l.,mature,4
NBNORG0000049794,Schistidium apocarpum s.l.,mature,6
NBNORG0000049795,Acaulon,mature,3
NBNORG0000049796,Acaulon muticum s.str.,mature,3
NBNORG0000049797,Acaulon mediterraneum,mature,5
NBNORG0000049799,Acaulon triquetrum,mature,4
NBNORG0000049801,Acrobolbus,mature,5
NBNORG0000049802,Acrobolbus wilsonii,mature,5
NBNORG0000049804,Adelanthus,mature,4
NBNORG0000049805,Aloina,mature,1
NBNORG0000049806,Aloina ambigua,mature,4
NBNORG0000049807,Amblyodon,mature,2
NBNORG0000049808,Amblyodon dealbatus,mature,2
NBNORG0000049810,Amblystegium,mature,2
NBNORG0000049811,Serpoleskea confervoides,mature,4
NBNORG0000049812,Hygroamblystegium fluviatile,mature,4
NBNORG0000049813,Pseudocampylium radicale,mature,4
NBNORG0000049817,Hygroamblystegium tenax,mature,4
NBNORG0000049818,Amphidium,mature,2
NBNORG0000049819,Amphidium mougeotii,mature,2
NBNORG0000049820,Anastrepta,mature,4
NBNORG0000049821,Anastrophyllum,mature,4
NBNORG0000049822,Anastrophyllum hellerianum,mature,5
NBNORG0000049823,Sphenolobus minutus,mature,4
NBNORG0000049824,Sphenolobus saxicola,mature,5
NBNORG0000049825,Andreaea,mature,1
NBNORG0000049826,Andreaea frigida,mature,5
NBNORG0000049827,Andreaea megistospora,mature,5
NBNORG0000049828,Andreaea mutabilis,mature,5
NBNORG0000049829,Andreaea rothii,mature,2
NBNORG0000049830,Andreaea rothii subsp. rothii,mature,4
NBNORG0000049831,Andreaea rupestris var. rupestris,mature,4
NBNORG0000049832,Andreaea sinuosa,mature,5
NBNORG0000049834,Aneura,mature,2
NBNORG0000049835,Aneura pinguis,mature,2
NBNORG0000049837,Anoectangium,mature,4
NBNORG0000049838,Anomobryum,mature,2
NBNORG0000049839,Anomobryum julaceum s.l.,mature,6
NBNORG0000049840,Bryum julaceum,mature,2
NBNORG0000049841,Anomodon,mature,1
NBNORG0000049842,Pseudanomodon attenuatus,mature,4
NBNORG0000049843,Anomodon viticulosus,mature,1
NBNORG0000049844,Anthelia,mature,2
NBNORG0000049845,Anthelia julacea,mature,4
NBNORG0000049846,Anthelia juratzkana,mature,4
NBNORG0000049848,Anthoceros,mature,1
NBNORG0000049850,Antitrichia,mature,2
NBNORG0000049851,Aongstroemia,mature,4
NBNORG0000049852,Aongstroemia longipes,mature,4
NBNORG0000049853,Aphanolejeunea,mature,4
NBNORG0000049854,Cololejeunea microscopica,mature,4
NBNORG0000049855,Aphanorrhegma,mature,6
NBNORG0000049856,Physcomitrium patens,mature,1
NBNORG0000049857,Aplodon,mature,4
NBNORG0000049858,Aplodon wormskioldii,mature,4
NBNORG0000049861,Archidium,mature,3
NBNORG0000049862,Arctoa,mature,4
NBNORG0000049863,Arctoa fulvella,mature,4
NBNORG0000049865,Athalamia,mature,5
NBNORG0000049866,Clevea hyalina,mature,5
NBNORG0000049867,Atrichum,mature,1
NBNORG0000049868,Atrichum angustatum,mature,5
