"organism_key","taxon","start_day","start_month","start_year","end_day","end_month","end_year"
"NBNORG0000010702","Mystacides longicornis",1,1,1825,,,
"NBNORG0000010703","Adicella filicornis",1,1,1884,,,
"NBNORG0000010704","Adicella reducta",1,1,1836,,,
"NBNORG0000010705","Erotesis baltica",1,1,1871,,,
"NBNORG0000010706","Triaenodes bicolor",1,1,1836,,,
"NBNORG0000010707","Ylodes conspersus",1,1,1829,,,
"NBNORG0000010708","Ylodes reuteri",1,1,1829,,,
"NBNORG0000010709","Ylodes simulans",1,1,1906,,,
"NBNORG0000010710","Oecetis furva",1,1,1862,,,
"NBNORG0000010711","Oecetis lacustris",1,1,1861,,,
"NBNORG0000010712","Oecetis notata",1,1,1867,,,
"NBNORG0000010713","Oecetis ochracea",1,1,1822,,,
"NBNORG0000010714","Oecetis testacea",1,1,1825,,,
"NBNORG0000010715","Setodes argentipunctellus",1,1,1861,,,
"NBNORG0000010716","Setodes punctatus",1,1,1877,,,
"NBNORG0000027038","Rhyacophila fasciata",1,1,1862,,,
"NBNORG0000095971","Agrypnetes crassicornis",1,1,1952,,,
"NBNORG0000096090","Leptocerus interruptus",1,1,1830,,,
"NBNORG0000100777","Agrypnia varia",1,1,1825,,,
"NBNORG0000100787","Chaetopteryx villosa",1,1,1821,,,
"NBNORG0000100802","Goera pilosa",1,1,1836,,,
"NBNORG0000100804","Grammotaulius nitidus",1,1,1859,,,
"NBNORG0000100815","Lepidostoma hirtum",1,1,1836,,,
"NBNORG0000100818","Limnephilus flavicornis",1,1,1836,,,
"NBNORG0000100819","Limnephilus vittatus",1,1,1837,,,
"NBNORG0000100842","Psychomyia pusilla",1,1,1835,,,
"NBNORG0000100848","Silo pallipes",1,1,1836,,,
"NBNORG0000103830","Glossosoma conformis",1,1,1857,,,
"NBNORG0000104402","Anabolia brevipennis",1,1,1861,,,
