"organism_key","taxon","stage","code"
"NBNORG0000041508","Chloropsina pulicaria","mature",4
"NBNORG0000041509","Chloropsina varleyi","mature",4
"NBNORG0000041867","Elachiptera austriaca","mature",4
"NBNORG0000041925","Eribolus nanus","mature",3
"NBNORG0000042042","Gampsocera numerata","mature",5
"NBNORG0000042044","Gaurax flavomaculatus","mature",3
"NBNORG0000042045","Gaurax dubius","mature",4
"NBNORG0000042046","Gaurax fascipes","mature",4
"NBNORG0000042101","Hapleginella laevifrons","mature",4
"NBNORG0000042216","Incertella antennata","mature",4
"NBNORG0000042217","Incertella kerteszi","mature",3
"NBNORG0000042218","Incertella zuercheri","mature",3
"NBNORG0000042258","Lasiambia baliola","mature",4
"NBNORG0000042260","Lasiambia coxalis","mature",3
"NBNORG0000042261","Lasiambia palposa agg.","mature",3
"NBNORG0000042262","Lasiambia parcepilosa","mature",5
"NBNORG0000042266","Lasiosina herpini","mature",4
"NBNORG0000042267","Lasiosina intermedia","mature",3
"NBNORG0000042458","Lasiochaeta pubescens","mature",3
"NBNORG0000042483","Meromyza virescens","mature",4
"NBNORG0000042485","Meromyza nigriseta","mature",4
"NBNORG0000042486","Meromyza ornata","mature",3
"NBNORG0000042487","Meromyza zachvatkini","mature",4
"NBNORG0000042514","Microcercis trigonella","mature",3
"NBNORG0000042601","Neohaplegis glabra","mature",4
"NBNORG0000042602","Neohaplegis tarsata","mature",4
"NBNORG0000042700","Oscinimorpha albisetosa","mature",3
"NBNORG0000042701","Oscinimorpha arcuata","mature",3
"NBNORG0000042702","Oscinimorpha minutissima","mature",3
"NBNORG0000042703","Oscinimorpha sordidissima","mature",3
"NBNORG0000042704","Oscinisoma cognatum","mature",3
"NBNORG0000042705","Oscinisoma germanicum","mature",3
"NBNORG0000042706","Oscinisoma gilvipes","mature",3
"NBNORG0000043132","Rhopalopterum anthracinum","mature",3
"NBNORG0000043133","Rhopalopterum atricorne","mature",3
"NBNORG0000043134","Rhopalopterum brunneipenne","mature",5
"NBNORG0000043135","Rhopalopterum crucicarinatum","mature",5
"NBNORG0000043136","Rhopalopterum femorale","mature",4
"NBNORG0000043460","Thaumatomyia glabra","mature",3
"NBNORG0000043518","Trachysiphonella indet.","mature",5
"NBNORG0000043534","Tricimba brachyptera","mature",3
"NBNORG0000043535","Tricimba humeralis","mature",3
"NBNORG0000045690","Lasiosina chandleri","mature",5
"NBNORG0000045730","Diplotoxoides dalmatina","mature",4
"NBNORG0000045795","Chlorops meigenii","mature",4
"NBNORG0000102048","Incertella nigrifrons","mature",4
"NBNORG0000106714","Oscinimorpha sp. nov.","mature",3
"NBNORG0000108266","Parectecephala longicornis","mature",3
"NBNORG0000109015","Gaurax maculipennis","mature",4
"NBNORG0000109016","Meromyza rohdendorfi","mature",4
"NBNORG0000109017","Meromyza sibirica","mature",4
"NBNORG0000109018","Oscinella ventricosi","mature",4
"NBNORG0000109020","Homalura tarsata","mature",5
"NBNORG0000109022","Aphanotrigonum brachypterum","mature",3
"NBNORG0000109024","Lipara pullitarsis","mature",4
"NBNORG0000109028","Lasiosina herpini agg. sensu pre 1991","mature",3
"NBNORG0000109029","Cetema elongatum agg. sensu pre 1985","mature",3
"NBNORG0000109030","Elachiptera sp. nr cornuta","mature",4
"NBNORG0000109031","Lipara rufitarsis agg. sensu pre 2015","mature",2
"NBNORG0000109032","Neohaplegis tarsata agg. sensu pre 1994","mature",3
"NBNORG0000109033","Oscinisoma cognatum agg. sensu pre 1976","mature",3
"NBNORG0000109034","Rhopalopterum fasciola agg. sensu pre 1987","mature",4
"NBNORG0000109035","Rhopalopterum femorale agg. pre 1987","mature",4
"NBNORG0000116295","Meromyza sp. nr. depressa","mature",6
"NBNORG0000116556","Lasiambia brevibucca","mature",4
