"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000020734","Eurina lurida","mature",1,5,31,7
"NBNORG0000020735","Cryptonevra consimilis","mature",1,5,30,9
"NBNORG0000020736","Cryptonevra flavitarsis","mature",1,5,30,9
"NBNORG0000020737","Cryptonevra nigritarsis","mature",1,5,31,7
"NBNORG0000020739","Pseudopachychaeta approximatonervis","mature",1,6,31,8
"NBNORG0000020741","Pseudopachychaeta oscinina","mature",1,6,31,7
"NBNORG0000020742","Pseudopachychaeta ruficeps","mature",1,4,31,8
"NBNORG0000020743","Diplotoxa messoria","mature",1,6,30,9
"NBNORG0000020744","Melanum laterale","mature",1,6,30,9
"NBNORG0000020745","Eutropha fulvifrons","mature",1,4,30,9
"NBNORG0000020746","Cetema cereris","mature",1,6,31,7
"NBNORG0000020747","Epichlorops puncticollis","mature",1,6,31,8
"NBNORG0000020750","Chlorops gracilis","mature",1,5,31,8
"NBNORG0000020751","Chlorops hypostigma","mature",1,5,30,9
"NBNORG0000020752","Chlorops planifrons","mature",1,5,31,8
"NBNORG0000020753","Chlorops ringens","mature",1,9,30,9
"NBNORG0000020754","Chlorops pumilionis","mature",1,3,31,10
"NBNORG0000020755","Chlorops scalaris","mature",1,5,30,9
"NBNORG0000020756","Chlorops troglodytes","mature",1,6,31,7
"NBNORG0000020757","Chlorops varsoviensis","mature",1,5,31,7
"NBNORG0000020759","Thaumatomyia hallandica","mature",1,5,30,9
"NBNORG0000020761","Thaumatomyia rufa","mature",1,4,31,8
"NBNORG0000020762","Thaumatomyia trifasciata","mature",1,5,30,9
"NBNORG0000026779","Cryptonevra diadema","mature",1,5,30,9
"NBNORG0000041114","Aphanotrigonum brunneum","mature",1,6,31,8
"NBNORG0000041115","Aphanotrigonum cinctellum","mature",1,6,30,9
"NBNORG0000041116","Aphanotrigonum femorellum","mature",1,6,30,9
"NBNORG0000041117","Aphanotrigonum inerme","mature",1,5,30,9
"NBNORG0000041426","Cetema elongatum","mature",1,5,31,10
"NBNORG0000041427","Cetema myopinum","mature",1,6,31,7
"NBNORG0000041428","Cetema neglectum","mature",1,6,30,9
"NBNORG0000041429","Cetema simile","mature",1,6,31,8
"NBNORG0000041491","Chlorops adjunctus","mature",1,5,30,9
"NBNORG0000041492","Chlorops calceatus","mature",1,5,30,9
"NBNORG0000041495","Chlorops fasciatus","mature",1,6,31,7
"NBNORG0000041496","Chlorops frontosus","mature",1,4,31,8
"NBNORG0000041497","Chlorops interruptus","mature",1,5,31,10
"NBNORG0000041498","Chlorops laetus","mature",1,7,30,9
"NBNORG0000041499","Chlorops limbatus","mature",1,4,30,9
"NBNORG0000041502","Chlorops rossicus","mature",1,5,31,7
"NBNORG0000041503","Chlorops rufinus","mature",1,7,31,8
"NBNORG0000041505","Chlorops serenus","mature",1,5,30,9
"NBNORG0000041506","Chlorops speciosus","mature",1,5,30,9
"NBNORG0000041507","Chlorops strigulus","mature",1,4,30,9
"NBNORG0000041508","Chloropsina pulicaria","mature",1,6,31,8
"NBNORG0000041509","Chloropsina varleyi","mature",1,6,31,7
"NBNORG0000041925","Eribolus nanus","mature",1,6,30,9
"NBNORG0000042044","Gaurax flavomaculatus","mature",1,7,31,7
"NBNORG0000042045","Gaurax dubius","mature",1,6,31,8
"NBNORG0000042046","Gaurax fascipes","mature",1,5,30,9
"NBNORG0000042101","Hapleginella laevifrons","mature",1,5,30,9
"NBNORG0000042216","Incertella antennata","mature",1,5,30,9
"NBNORG0000042217","Incertella kerteszi","mature",1,5,31,8
"NBNORG0000042218","Incertella zuercheri","mature",1,5,31,10
"NBNORG0000042258","Lasiambia baliola","mature",1,5,31,8
"NBNORG0000042261","Lasiambia palposa agg.","mature",1,6,30,9
"NBNORG0000042458","Lasiochaeta pubescens","mature",1,4,31,10
"NBNORG0000042483","Meromyza virescens","mature",1,6,31,7
"NBNORG0000042485","Meromyza nigriseta","mature",1,7,31,8
"NBNORG0000042486","Meromyza ornata","mature",1,6,31,8
"NBNORG0000042487","Meromyza zachvatkini","mature",1,6,31,8
"NBNORG0000042514","Microcercis trigonella","mature",1,5,30,9
"NBNORG0000042601","Neohaplegis glabra","mature",1,5,31,7
"NBNORG0000042602","Neohaplegis tarsata","mature",1,5,31,8
"NBNORG0000042700","Oscinimorpha albisetosa","mature",1,6,31,7
"NBNORG0000042701","Oscinimorpha arcuata","mature",1,6,31,7
"NBNORG0000042702","Oscinimorpha minutissima","mature",1,5,31,8
"NBNORG0000042703","Oscinimorpha sordidissima","mature",1,6,31,8
"NBNORG0000042705","Oscinisoma germanicum","mature",1,4,31,10
"NBNORG0000043132","Rhopalopterum anthracinum","mature",1,5,30,9
"NBNORG0000043133","Rhopalopterum atricorne","mature",1,6,31,8
"NBNORG0000043136","Rhopalopterum femorale","mature",1,5,31,8
"NBNORG0000043460","Thaumatomyia glabra","mature",1,5,31,10
"NBNORG0000043535","Tricimba humeralis","mature",1,5,31,7
"NBNORG0000045795","Chlorops meigenii","mature",1,5,30,9
"NBNORG0000102048","Incertella nigrifrons","mature",1,6,31,8
"NBNORG0000116295","Meromyza sp. nr. depressa","mature",1,6,31,7
"NBNORG0000116556","Lasiambia brevibucca","mature",1,5,31,8
