tvk,start_day,start_month,start_year,end_day,end_month,end_year,allow_org_key,rtvk,organism_key,taxon
NBNSYS0000008690,1,1,1962,,,,allow,NBNSYS0000008690,NBNORG0000010838,Clubiona juvenis
NBNSYS0000008691,1,1,1800,,,,allow,NHMSYS0021453587,NBNORG0000010839,Porrhoclubiona genevensis
NBNSYS0000008692,1,1,1872,,,,allow,NBNSYS0000008692,NBNORG0000010840,Clubiona diversa
NBNSYS0000008693,1,1,1895,,,,allow,NBNSYS0000008693,NBNORG0000010841,Clubiona subtilis
NBNSYS0000008694,1,1,1861,,,,allow,NBNSYS0000008694,NBNORG0000010842,Cheiracanthium erraticum
NBNSYS0000008695,1,1,1800,,,,allow,NBNSYS0000008695,NBNORG0000010843,Cheiracanthium pennyi
NBNSYS0000008696,1,1,1875,,,,allow,NBNSYS0000008696,NBNORG0000010844,Cheiracanthium virescens
NBNSYS0000008697,1,1,1853,,,,allow,NBNSYS0000008697,NBNORG0000010845,Phrurolithus festivus
NBNSYS0000008698,1,1,1900,,,,allow,NBNSYS0000008698,NBNORG0000010846,Phrurolithus minimus
NBNSYS0000008699,1,1,1833,,,,allow,NBNSYS0000008699,NBNORG0000010847,Agroeca brunnea
NBNSYS0000008700,1,1,1879,,,,allow,NBNSYS0000008700,NBNORG0000010848,Agroeca proxima
NBNSYS0000008701,1,1,1900,,,,allow,NBNSYS0000008701,NBNORG0000010849,Agroeca inopina
NBNSYS0000008702,1,1,1938,,,,allow,NBNSYS0000008702,NBNORG0000010850,Agroeca lusatica
NBNSYS0000008703,1,1,1900,,,,allow,NBNSYS0000008703,NBNORG0000010851,Agroeca cuprea
NBNSYS0000008705,1,1,1900,31,12,2000,allow,NBNSYS0000008705,NBNORG0000010852,Apostenus fuscus
NBNSYS0000008706,1,1,1861,,,,allow,NBNSYS0000008706,NBNORG0000010853,Scotina celans
NBNSYS0000008707,1,1,1893,,,,allow,NBNSYS0000008707,NBNORG0000010854,Scotina gracilipes
NBNSYS0000008709,1,1,1900,,,,allow,NBNSYS0000008709,NBNORG0000010855,Liocranum rupicola
NBNSYS0000008710,1,1,1833,,,,allow,NBNSYS0000008710,NBNORG0000010856,Zora spinimana
NBNSYS0000008711,1,1,1900,31,12,1980,allow,NBNSYS0000008711,NBNORG0000010857,Zora armillata
NBNSYS0000008712,1,1,1900,,,,allow,NBNSYS0000008712,NBNORG0000010858,Zora nemoralis
NBNSYS0000008713,1,1,1953,,,,allow,NBNSYS0000008713,NBNORG0000010859,Zora silvestris
NBNSYS0000008714,1,1,1858,,,,allow,NBNSYS0000008714,NBNORG0000010860,Anyphaena accentuata
NBNSYS0000008715,1,1,1736,,,,allow,NBNSYS0000008715,NBNORG0000010861,Micrommata virescens
NBNSYS0000008716,1,1,1880,,,,allow,NBNSYS0000008716,NBNORG0000010862,Thomisus onustus
NBNSYS0000008717,1,1,1736,,,,allow,NBNSYS0000008717,NBNORG0000010863,Diaea dorsata
NBNSYS0000008718,1,1,1861,,,,allow,NBNSYS0000008718,NBNORG0000010864,Misumena vatia
NBNSYS0000008719,1,1,1896,31,12,2001,allow,NBNSYS0000008719,NBNORG0000010865,Pistius truncatus
NBNSYS0000008720,1,1,1858,,,,allow,NBNSYS0000008720,NBNORG0000010866,Xysticus cristatus
NBNSYS0000008721,1,1,1886,,,,allow,NBNSYS0000008721,NBNORG0000010867,Xysticus audax
NBNSYS0000008722,1,1,1878,,,,allow,NBNSYS0000008722,NBNORG0000010868,Xysticus kochi
NBNSYS0000008723,1,1,1861,,,,allow,NBNSYS0000008723,NBNORG0000010869,Xysticus erraticus
NBNSYS0000008724,1,1,1872,,,,allow,NBNSYS0000008724,NBNORG0000010870,Xysticus lanio
NBNSYS0000008725,1,1,1878,,,,allow,NBNSYS0000008725,NBNORG0000010871,Xysticus ulmi
NBNSYS0000008726,1,1,1861,,,,allow,NBNSYS0000008726,NBNORG0000010872,Xysticus bifasciatus
NBNSYS0000008727,1,1,1854,31,12,1995,allow,NBNSYS0000008727,NBNORG0000010873,Xysticus luctator
NBNSYS0000008728,1,1,1893,,,,allow,NBNSYS0000008728,NBNORG0000010874,Xysticus sabulosus
NBNSYS0000008729,1,1,1861,31,12,1998,allow,NBNSYS0000008729,NBNORG0000010875,Xysticus luctuosus
NBNSYS0000008730,1,1,1880,,,,allow,NBNSYS0000008730,NBNORG0000010876,Xysticus acerbus
NBNSYS0000008731,1,1,1900,31,12,1998,allow,NHMSYS0021453617,NBNORG0000010877,Bassaniodes robustus
NBNSYS0000008733,1,1,1900,,,,allow,NBNSYS0000008733,NBNORG0000010878,Ozyptila scabricula
NBNSYS0000008735,1,1,1890,,,,allow,NBNSYS0000008735,NBNORG0000010879,Ozyptila sanctuaria
NBNSYS0000008736,1,1,1845,,,,allow,NBNSYS0000008736,NBNORG0000010880,Ozyptila praticola
NBNSYS0000008737,1,1,1846,,,,allow,NBNSYS0000008737,NBNORG0000010881,Ozyptila trux
NBNSYS0000008738,1,1,1895,,,,allow,NBNSYS0000008738,NBNORG0000010882,Ozyptila simplex
NBNSYS0000008739,1,1,1845,,,,allow,NBNSYS0000008739,NBNORG0000010883,Ozyptila atomaria
NBNSYS0000008740,1,1,1861,,,,allow,NBNSYS0000008740,NBNORG0000010884,Ozyptila brevipes
NBNSYS0000008741,1,1,1861,,,,allow,NBNSYS0000008741,NBNORG0000010885,Philodromus dispar
NBNSYS0000008742,1,1,1872,,,,allow,NBNSYS0000008742,NBNORG0000010886,Philodromus aureolus
NBNSYS0000008743,1,1,1900,,,,allow,NBNSYS0000008743,NBNORG0000010887,Philodromus praedatus
NBNSYS0000008744,1,1,1858,,,,allow,NBNSYS0000008744,NBNORG0000010888,Philodromus cespitum
NBNSYS0000008746,1,1,1900,,,,allow,NBNSYS0000008746,NBNORG0000010890,Philodromus collinus
NBNSYS0000008747,1,1,1899,,,,allow,NHMSYS0021453602,NBNORG0000010891,Rhysodromus fallax
NBNSYS0000008748,1,1,1872,,,,allow,NHMSYS0021453607,NBNORG0000010892,Rhysodromus histrio
NBNSYS0000008749,1,1,1890,,,,allow,NBNSYS0000008749,NBNORG0000010893,Philodromus emarginatus
NBNSYS0000008750,1,1,1944,,,,allow,NBNSYS0000008750,NBNORG0000010894,Philodromus albidus
NBNSYS0000008751,1,1,1890,,,,allow,NBNSYS0000008751,NBNORG0000010895,Philodromus margaritatus
NBNSYS0000008752,1,1,1898,,,,allow,NBNSYS0000008752,NBNORG0000010896,Thanatus striatus
NBNSYS0000008753,1,1,1894,31,12,1994,allow,NBNSYS0000008753,NBNORG0000010897,Thanatus formicinus
NBNSYS0000008754,1,1,1900,,,,allow,NBNSYS0000008754,NBNORG0000010898,Tibellus maritimus
NBNSYS0000008755,1,1,1886,,,,allow,NBNSYS0000008755,NBNORG0000010899,Tibellus oblongus
NBNSYS0000008756,1,1,1858,,,,allow,NBNSYS0000008756,NBNORG0000010900,Salticus scenicus
NBNSYS0000008759,1,1,1900,,,,allow,NBNSYS0000008759,NBNORG0000010902,Salticus zebraneus
NBNSYS0000008760,1,1,1861,,,,allow,NBNSYS0000008760,NBNORG0000010903,Heliophanus cupreus
NBNSYS0000008761,1,1,1878,,,,allow,NBNSYS0000008761,NBNORG0000010904,Heliophanus flavipes
NBNSYS0000008762,1,1,1956,,,,allow,NBNSYS0000008762,NBNORG0000010905,Heliophanus auratus
NBNSYS0000008764,1,1,1882,,,,allow,NBNSYS0000008764,NBNORG0000010907,Marpissa muscosa
NBNSYS0000008765,1,1,1900,,,,allow,NBNSYS0000008765,NBNORG0000010908,Marpissa radiata
NBNSYS0000008766,1,1,1906,,,,allow,NBNSYS0000008766,NBNORG0000010909,Marpissa nivoyi
NBNSYS0000008768,1,1,1899,,,,allow,NBNSYS0000008768,NBNORG0000010910,Ballus chalybeius
NBNSYS0000008769,1,1,1861,,,,allow,NBNSYS0000008769,NBNORG0000010911,Neon reticulatus
NBNSYS0000008770,1,1,1900,31,12,1999,allow,NBNSYS0000008770,NBNORG0000010912,Neon valentulus
NBNSYS0000008771,1,1,1861,,,,allow,NBNSYS0000008771,NBNORG0000010913,Euophrys frontalis
NBNSYS0000008772,1,1,1900,31,12,1999,allow,NBNSYS0000008772,NBNORG0000010914,Euophrys herbigrada
NBNSYS0000008778,1,1,1828,,,,allow,NHMSYS0021453417,NBNORG0000010915,Hypositticus pubescens
NBNSYS0000008779,1,1,1907,,,,allow,NHMSYS0021453382,NBNORG0000010916,Attulus caricis
NBNSYS0000008780,1,1,1800,,,,allow,NHMSYS0021453402,NBNORG0000010917,Calositticus floricola
NBNSYS0000008783,1,1,1858,,,,allow,NBNSYS0000008783,NBNORG0000010918,Evarcha falcata
NBNSYS0000008784,1,1,1900,,,,allow,NBNSYS0000008784,NBNORG0000010919,Evarcha arcuata
NBNSYS0000008786,1,1,1800,,,,allow,NBNSYS0000008786,NBNORG0000010920,Phlegra fasciata
NBNSYS0000008787,1,1,1885,,,,allow,NBNSYS0000008787,NBNORG0000010921,Synageles venator
NBNSYS0000008788,1,1,1886,,,,allow,NBNSYS0000008788,NBNORG0000010922,Myrmarachne formicaria
NBNSYS0000008790,1,1,1888,31,12,2000,allow,NBNSYS0000008790,NBNORG0000010923,Pellenes tripunctatus
NBNSYS0000008791,1,1,1855,,,,allow,NBNSYS0000008791,NBNORG0000010924,Oxyopes heterophthalmus
NBNSYS0000008792,1,1,1861,,,,allow,NBNSYS0000008792,NBNORG0000010925,Pardosa agricola
NBNSYS0000008794,1,1,1872,,,,allow,NBNSYS0000008794,NBNORG0000010926,Pardosa agrestis
NBNSYS0000008796,1,1,1858,,,,allow,NBNSYS0000008796,NBNORG0000010927,Pardosa monticola
NBNSYS0000008797,1,1,1887,,,,allow,NBNSYS0000008797,NBNORG0000010928,Pardosa palustris
NBNSYS0000008798,1,1,1858,,,,allow,NBNSYS0000008798,NBNORG0000010929,Pardosa pullata
NBNSYS0000008799,1,1,1890,,,,allow,NBNSYS0000008799,NBNORG0000010930,Pardosa prativaga
NBNSYS0000008800,1,1,1858,,,,allow,NBNSYS0000008800,NBNORG0000010931,Pardosa amentata
NBNSYS0000008801,1,1,1872,,,,allow,NBNSYS0000008801,NBNORG0000010932,Pardosa nigriceps
NBNSYS0000008803,1,1,1882,,,,allow,NBNSYS0000008803,NBNORG0000010933,Pardosa hortensis
NBNSYS0000008804,1,1,1886,,,,,NHMSYS0021453507,NBNORG0000010934,Pardosa tenuipes
NBNSYS0000008805,1,1,1872,,,,allow,NBNSYS0000008805,NBNORG0000010935,Pardosa trailli
NBNSYS0000008806,1,1,1800,,,,allow,NBNSYS0000008806,NBNORG0000010936,Pardosa paludicola
NBNSYS0000008807,1,1,1900,,,,allow,NBNSYS0000008807,NBNORG0000010937,Hygrolycosa rubrofasciata
NBNSYS0000008808,1,1,1900,,,,allow,NBNSYS0000008808,NBNORG0000010938,Xerolycosa nemoralis
NBNSYS0000008809,1,1,1878,,,,allow,NBNSYS0000008809,NBNORG0000010939,Xerolycosa miniata
NBNSYS0000008810,1,1,1861,,,,allow,NBNSYS0000008810,NBNORG0000010940,Alopecosa pulverulenta
NBNSYS0000008811,1,1,1900,,,,allow,NBNSYS0000008811,NBNORG0000010941,Alopecosa cuneata
NBNSYS0000008812,1,1,1862,,,,allow,NBNSYS0000008812,NBNORG0000010942,Alopecosa barbipes
NBNSYS0000008813,1,1,1900,31,12,1990,allow,NBNSYS0000008813,NBNORG0000010943,Alopecosa fabrilis
NBNSYS0000008814,1,1,1800,,,,allow,NBNSYS0000008814,NBNORG0000010944,Trochosa ruricola
NBNSYS0000008815,1,1,1909,,,,allow,NBNSYS0000008815,NBNORG0000010945,Trochosa robusta
NBNSYS0000008816,1,1,1858,,,,allow,NBNSYS0000008816,NBNORG0000010946,Trochosa terricola
NBNSYS0000008817,1,1,1893,,,,allow,NBNSYS0000008817,NBNORG0000010947,Trochosa spinipalpis
NBNSYS0000008818,1,1,1800,,,,allow,NBNSYS0000008818,NBNORG0000010948,Arctosa fulvolineata
NBNSYS0000008819,1,1,1855,,,,allow,NBNSYS0000008819,NBNORG0000010949,Arctosa perita
NBNSYS0000008820,1,1,1839,,,,allow,NBNSYS0000008820,NBNORG0000010950,Arctosa leopardus
NBNSYS0000008821,1,1,1836,,,,allow,NBNSYS0000008821,NBNORG0000010951,Arctosa cinerea
NBNSYS0000008822,1,1,1872,31,12,1995,allow,NBNSYS0000008822,NBNORG0000010952,Arctosa alpigena
NBNSYS0000008823,1,1,1862,,,,allow,NBNSYS0000008823,NBNORG0000010953,Pirata piraticus
NBNSYS0000008824,1,1,1975,,,,allow,NBNSYS0000008824,NBNORG0000010954,Pirata tenuitarsis
NBNSYS0000008825,1,1,1895,,,,allow,NHMSYS0021453517,NBNORG0000010955,Piratula hygrophila
NBNSYS0000008826,1,1,1900,,,,allow,NHMSYS0021453522,NBNORG0000010956,Piratula uliginosa
NBNSYS0000008827,1,1,1861,,,,allow,NHMSYS0021453527,NBNORG0000010957,Piratula latitans
NBNSYS0000008828,1,1,1898,,,,allow,NBNSYS0000008828,NBNORG0000010958,Pirata piscatorius
NBNSYS0000008829,1,1,1936,31,12,1985,allow,NBNSYS0000008829,NBNORG0000010959,Aulonia albimana
NBNSYS0000008830,1,1,1861,,,,allow,NBNSYS0000008830,NBNORG0000010960,Pisaura mirabilis
NBNSYS0000008831,1,1,1858,,,,allow,NBNSYS0000008831,NBNORG0000010961,Dolomedes fimbriatus
NBNSYS0000008832,1,1,1956,,,,,NBNSYS0000008832,NBNORG0000010962,Dolomedes plantarius
NBNSYS0000008833,1,1,1800,,,,allow,NBNSYS0000008833,NBNORG0000010963,Argyroneta aquatica
NBNSYS0000008834,1,1,1886,,,,allow,NBNSYS0000008834,NBNORG0000010964,Agelena labyrinthica
NBNSYS0000008835,1,1,1858,,,,allow,NBNSYS0000008835,NBNORG0000010965,Textrix denticulata
NBNSYS0000157732,1,1,1800,,,,allow,NHMSYS0021250579,NBNORG0000010966,Eratigena duellica
NBNSYS0000008837,1,1,1880,,,,allow,NHMSYS0021453532,NBNORG0000010967,Eratigena saeva
NBNSYS0000008838,1,1,1886,31,12,1997,allow,NHMSYS0021199836,NBNORG0000010968,Eratigena atrica
NBNSYS0000008839,1,1,1899,,,,allow,NBNSYS0000008839,NBNORG0000010969,Tegenaria parietina
NBNSYS0000008840,1,1,1949,,,,allow,NHMSYS0021199854,NBNORG0000010970,Eratigena agrestis
NBNSYS0000008841,1,1,1858,,,,allow,NBNSYS0000008841,NBNORG0000010971,Tegenaria domestica
NBNSYS0000008844,1,1,1826,,,,allow,NBNSYS0000008844,NBNORG0000010972,Coelotes atropos
NBNSYS0000008845,1,1,1906,,,,allow,NBNSYS0000008845,NBNORG0000010973,Coelotes terrestris
NBNSYS0000008846,1,1,1899,,,,allow,NBNSYS0000008846,NBNORG0000010974,Cicurina cicur
NBNSYS0000008847,1,1,1862,,,,allow,NBNSYS0000008847,NBNORG0000010975,Cryphoeca silvicola
NBNSYS0000008848,1,1,1862,31,12,1996,allow,NBNSYS0000008848,NBNORG0000010976,Tuberta maerens
NBNSYS0000008849,1,1,1800,31,12,1996,allow,NBNSYS0000008849,NBNORG0000010977,Mastigusa macrophthalma
NBNSYS0000008850,1,1,1800,31,12,1922,allow,NBNSYS0000008850,NBNORG0000010978,Mastigusa arietina
NBNSYS0000008851,1,1,1861,,,,allow,NBNSYS0000008851,NBNORG0000010979,Antistea elegans
NBNSYS0000008852,1,1,1837,,,,allow,NHMSYS0021453552,NBNORG0000010980,Iberina montana
NBNSYS0000008853,1,1,1854,,,,allow,NHMSYS0021453557,NBNORG0000010981,Iberina candida
NBNSYS0000008854,1,1,1975,31,12,1976,allow,NHMSYS0021453562,NBNORG0000010982,Iberina microphthalma
NBNSYS0000008855,1,1,1861,,,,allow,NBNSYS0000008855,NBNORG0000010983,Hahnia nava
NBNSYS0000008856,1,1,1893,,,,allow,NBNSYS0000008856,NBNORG0000010984,Hahnia helveola
NBNSYS0000008857,1,1,1900,,,,allow,NBNSYS0000008857,NBNORG0000010985,Hahnia pusilla
NBNSYS0000008858,1,1,1900,,,,allow,NBNSYS0000008858,NBNORG0000010986,Ero cambridgei
NBNSYS0000008859,1,1,1864,,,,allow,NBNSYS0000008859,NBNORG0000010987,Ero furcata
NBNSYS0000008860,1,1,1968,,,,allow,NBNSYS0000008860,NBNORG0000010988,Ero aphana
NBNSYS0000008862,1,1,1835,,,,allow,NBNSYS0000008862,NBNORG0000010989,Episinus angulatus
NBNSYS0000008863,1,1,1922,,,,allow,NBNSYS0000008863,NBNORG0000010990,Episinus truncatus
NBNSYS0000008864,1,1,1929,,,,allow,NBNSYS0000008864,NBNORG0000010991,Episinus maculipes
NBNSYS0000008865,1,1,1852,,,,allow,NBNSYS0000008865,NBNORG0000010992,Euryopis flavomaculata
NBNSYS0000008866,1,1,1885,,,,allow,NBNSYS0000008866,NBNORG0000010993,Dipoena erythropus
NBNSYS0000008870,1,1,1890,31,12,1913,allow,NBNSYS0000008870,NBNORG0000010994,Dipoena coracina
NBNSYS0000008871,1,1,1858,,,,allow,NBNSYS0000008871,NBNORG0000010995,Dipoena melanogaster
NBNSYS0000008872,1,1,1948,,,,allow,NBNSYS0000008872,NBNORG0000010996,Dipoena torva
NBNSYS0000008873,1,1,1882,,,,allow,NBNSYS0000008873,NBNORG0000010997,Crustulina guttata
NBNSYS0000008874,1,1,1900,,,,allow,NBNSYS0000008874,NBNORG0000010998,Crustulina sticta
NBNSYS0000008877,1,1,1864,,,,allow,NBNSYS0000008877,NBNORG0000010999,Steatoda bipunctata
NBNSYS0000008878,1,1,1900,,,,allow,NBNSYS0000008878,NBNORG0000011000,Steatoda grossa
NBNSYS0000008889,1,1,1872,,,,allow,NBNSYS0000008889,NBNORG0000011001,Theridion pictum
NBNSYS0000008890,1,1,1852,,,,allow,NBNSYS0000008890,NBNORG0000011002,Theridion varians
NBNSYS0000008891,1,1,1977,,,,allow,NBNSYS0000008891,NBNORG0000011003,Theridion pinastri
NBNSYS0000008893,1,1,1899,,,,allow,NBNSYS0000008893,NBNORG0000011004,Theridion familiare
NBNSYS0000008894,1,1,1890,,,,allow,NBNSYS0000008894,NBNORG0000011005,Theridion melanurum
NBNSYS0000008895,1,1,1872,,,,allow,NBNSYS0000008895,NBNORG0000011006,Theridion mystaceum
NBNSYS0000008898,1,1,1900,,,,allow,NBNSYS0000008898,NBNORG0000011007,Rugathodes instabilis
NBNSYS0000008899,1,1,1900,,,,allow,NBNSYS0000008899,NBNORG0000011008,Rugathodes bellicosus
NBNSYS0000008903,1,1,1979,,,,allow,NBNSYS0000008903,NBNORG0000011010,Enoplognatha latimana
NBNSYS0000008904,1,1,1894,,,,allow,NBNSYS0000008904,NBNORG0000011011,Enoplognatha thoracica
NBNSYS0000008905,1,1,1900,,,,allow,NBNSYS0000008905,NBNORG0000011012,Enoplognatha mordax
NBNSYS0000008907,1,1,1800,31,12,1997,allow,NBNSYS0000008907,NBNORG0000011013,Enoplognatha oelandica
NBNSYS0000008908,1,1,1862,,,,allow,NBNSYS0000008908,NBNORG0000011014,Robertus lividus
NBNSYS0000008909,1,1,1900,,,,allow,NBNSYS0000008909,NBNORG0000011015,Robertus arundineti
NBNSYS0000008910,1,1,1893,,,,allow,NBNSYS0000008910,NBNORG0000011016,Robertus neglectus
