"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000010860","Anyphaena accentuata","mature",17,3,31,12
"NBNORG0000010861","Micrommata virescens","mature",20,4,31,12
"NBNORG0000010862","Thomisus onustus","mature",24,4,31,12
"NBNORG0000010863","Diaea dorsata","mature",17,3,31,12
"NBNORG0000010864","Misumena vatia","mature",16,4,31,12
"NBNORG0000010865","Pistius truncatus","mature",24,4,31,12
"NBNORG0000010866","Xysticus cristatus","mature",20,2,31,12
"NBNORG0000010867","Xysticus audax","mature",16,4,31,12
"NBNORG0000010868","Xysticus kochi","mature",14,2,31,12
"NBNORG0000010869","Xysticus erraticus","mature",17,3,31,12
"NBNORG0000010870","Xysticus lanio","mature",17,4,31,12
"NBNORG0000010871","Xysticus ulmi","mature",20,3,31,12
"NBNORG0000010872","Xysticus bifasciatus","mature",20,3,31,12
"NBNORG0000010873","Xysticus luctator","mature",16,4,31,12
"NBNORG0000010874","Xysticus sabulosus","mature",17,3,31,12
"NBNORG0000010875","Xysticus luctuosus","mature",19,4,31,12
"NBNORG0000010876","Xysticus acerbus","mature",22,3,31,12
"NBNORG0000010877","Bassaniodes robustus","mature",24,6,31,12
"NBNORG0000010878","Ozyptila scabricula","mature",23,3,31,12
"NBNORG0000010879","Ozyptila sanctuaria","mature",23,3,31,12
"NBNORG0000010880","Ozyptila praticola","mature",18,3,31,12
"NBNORG0000010881","Ozyptila trux","mature",16,4,31,12
"NBNORG0000010882","Ozyptila simplex","mature",23,3,31,12
"NBNORG0000010883","Ozyptila atomaria","mature",20,1,31,12
"NBNORG0000010884","Ozyptila brevipes","mature",25,3,31,12
"NBNORG0000010885","Philodromus dispar","mature",16,4,31,12
"NBNORG0000010886","Philodromus aureolus","mature",16,4,31,12
"NBNORG0000010887","Philodromus praedatus","mature",18,4,31,12
"NBNORG0000010888","Philodromus cespitum","mature",16,4,31,12
"NBNORG0000010890","Philodromus collinus","mature",24,4,31,12
"NBNORG0000010891","Rhysodromus fallax","mature",21,2,31,12
"NBNORG0000010892","Rhysodromus histrio","mature",17,4,31,12
"NBNORG0000010893","Philodromus emarginatus","mature",16,1,31,12
"NBNORG0000010894","Philodromus albidus","mature",16,4,31,12
"NBNORG0000010895","Philodromus margaritatus","mature",21,3,31,12
"NBNORG0000010896","Thanatus striatus","mature",23,3,31,12
"NBNORG0000010897","Thanatus formicinus","mature",20,6,31,12
"NBNORG0000010898","Tibellus maritimus","mature",16,4,31,12
"NBNORG0000010899","Tibellus oblongus","mature",16,4,31,12
"NBNORG0000010900","Salticus scenicus","mature",1,1,31,12
"NBNORG0000010902","Salticus zebraneus","mature",24,3,31,12
"NBNORG0000010903","Heliophanus cupreus","mature",16,4,31,12
"NBNORG0000010904","Heliophanus flavipes","mature",23,3,31,12
"NBNORG0000010905","Heliophanus auratus","mature",23,4,31,12
"NBNORG0000010907","Marpissa muscosa","mature",18,3,31,12
"NBNORG0000010908","Marpissa radiata","mature",17,5,31,12
"NBNORG0000010909","Marpissa nivoyi","mature",21,3,31,12
"NBNORG0000010910","Ballus chalybeius","mature",16,4,31,12
"NBNORG0000010911","Neon reticulatus","mature",17,3,31,12
"NBNORG0000010912","Neon valentulus","mature",25,3,31,12
"NBNORG0000010913","Euophrys frontalis","mature",21,2,31,12
"NBNORG0000010914","Euophrys herbigrada","mature",19,3,31,12
"NBNORG0000010915","Hypositticus pubescens","mature",22,3,31,12
"NBNORG0000010916","Attulus caricis","mature",16,4,31,12
"NBNORG0000010917","Calositticus floricola","mature",17,4,31,12
"NBNORG0000010918","Evarcha falcata","mature",16,4,31,12
"NBNORG0000010919","Evarcha arcuata","mature",19,3,31,12
"NBNORG0000010920","Phlegra fasciata","mature",17,4,31,12
"NBNORG0000010921","Synageles venator","mature",25,3,31,12
"NBNORG0000010922","Myrmarachne formicaria","mature",18,3,31,12
"NBNORG0000010923","Pellenes tripunctatus","mature",15,4,31,12
"NBNORG0000010924","Oxyopes heterophthalmus","mature",22,2,31,12
"NBNORG0000010925","Pardosa agricola","mature",19,3,31,12
"NBNORG0000010926","Pardosa agrestis","mature",17,4,31,12
"NBNORG0000010927","Pardosa monticola","mature",16,4,31,12
"NBNORG0000010928","Pardosa palustris","mature",23,3,31,12
"NBNORG0000010929","Pardosa pullata","mature",20,2,31,12
"NBNORG0000010930","Pardosa prativaga","mature",23,3,31,12
"NBNORG0000010931","Pardosa amentata","mature",17,3,31,12
"NBNORG0000010932","Pardosa nigriceps","mature",21,2,31,12
"NBNORG0000010933","Pardosa hortensis","mature",22,2,31,12
"NBNORG0000010934","Pardosa tenuipes","mature",19,3,31,12
"NBNORG0000010935","Pardosa trailli","mature",1,1,31,12
"NBNORG0000010936","Pardosa paludicola","mature",18,3,31,12
"NBNORG0000010937","Hygrolycosa rubrofasciata","mature",22,2,31,12
"NBNORG0000010938","Xerolycosa nemoralis","mature",16,4,31,12
"NBNORG0000010939","Xerolycosa miniata","mature",16,4,31,12
"NBNORG0000010940","Alopecosa pulverulenta","mature",20,2,31,12
"NBNORG0000010941","Alopecosa cuneata","mature",20,3,31,12
"NBNORG0000010942","Alopecosa barbipes","mature",15,2,31,12
"NBNORG0000010943","Alopecosa fabrilis","mature",24,8,31,12
"NBNORG0000010944","Trochosa ruricola","mature",20,2,31,12
"NBNORG0000010945","Trochosa robusta","mature",13,2,31,12
"NBNORG0000010946","Trochosa terricola","mature",20,2,31,12
"NBNORG0000010947","Trochosa spinipalpis","mature",17,4,31,12
"NBNORG0000010948","Arctosa fulvolineata","mature",16,3,31,12
"NBNORG0000010949","Arctosa perita","mature",17,3,31,12
"NBNORG0000010950","Arctosa leopardus","mature",18,4,31,12
"NBNORG0000010951","Arctosa cinerea","mature",19,3,31,12
"NBNORG0000010952","Arctosa alpigena","mature",21,4,31,12
"NBNORG0000010953","Pirata piraticus","mature",16,4,31,12
"NBNORG0000010954","Pirata tenuitarsis","mature",21,5,31,12
"NBNORG0000010955","Piratula hygrophila","mature",16,4,31,12
"NBNORG0000010956","Piratula uliginosa","mature",16,4,31,12
"NBNORG0000010957","Piratula latitans","mature",19,4,31,12
"NBNORG0000010958","Pirata piscatorius","mature",16,4,31,12
"NBNORG0000010959","Aulonia albimana","mature",20,4,31,12
"NBNORG0000010960","Pisaura mirabilis","mature",13,2,31,12
"NBNORG0000010961","Dolomedes fimbriatus","mature",17,3,31,12
"NBNORG0000010962","Dolomedes plantarius","mature",18,3,31,12
"NBNORG0000010963","Argyroneta aquatica","mature",17,3,31,12
"NBNORG0000010964","Agelena labyrinthica","mature",16,4,31,12
"NBNORG0000010965","Textrix denticulata","mature",18,3,31,12
"NBNORG0000010966","Eratigena duellica","mature",17,3,31,12
"NBNORG0000010967","Eratigena saeva","mature",17,3,31,12
"NBNORG0000010968","Eratigena atrica","mature",17,3,31,12
"NBNORG0000010969","Tegenaria parietina","mature",18,3,31,12
"NBNORG0000010970","Eratigena agrestis","mature",16,6,31,12
"NBNORG0000010971","Tegenaria domestica","mature",14,2,31,12
"NBNORG0000010972","Coelotes atropos","mature",17,3,31,12
"NBNORG0000010973","Coelotes terrestris","mature",17,3,31,12
"NBNORG0000010974","Cicurina cicur","mature",1,1,31,12
"NBNORG0000010975","Cryphoeca silvicola","mature",14,2,31,12
"NBNORG0000010976","Tuberta maerens","mature",23,5,31,12
"NBNORG0000010977","Mastigusa macrophthalma","mature",21,3,31,12
"NBNORG0000010978","Mastigusa arietina","mature",1,1,31,12
"NBNORG0000010979","Antistea elegans","mature",17,4,31,12
"NBNORG0000010980","Iberina montana","mature",20,1,31,12
"NBNORG0000010981","Iberina candida","mature",20,4,31,12
"NBNORG0000010982","Iberina microphthalma","mature",15,11,31,12
"NBNORG0000010983","Hahnia nava","mature",20,2,31,12
"NBNORG0000010984","Hahnia helveola","mature",1,1,31,12
"NBNORG0000010985","Hahnia pusilla","mature",1,1,31,12
"NBNORG0000010986","Ero cambridgei","mature",22,1,31,12
"NBNORG0000010987","Ero furcata","mature",17,3,31,12
"NBNORG0000010988","Ero aphana","mature",17,3,31,12
"NBNORG0000010989","Episinus angulatus","mature",17,3,31,12
"NBNORG0000010990","Episinus truncatus","mature",18,4,31,12
"NBNORG0000010991","Episinus maculipes","mature",16,5,31,12
"NBNORG0000010992","Euryopis flavomaculata","mature",21,4,31,12
"NBNORG0000010993","Dipoena erythropus","mature",25,5,31,12
"NBNORG0000010994","Dipoena coracina","mature",1,1,31,12
"NBNORG0000010995","Dipoena melanogaster","mature",16,4,31,12
"NBNORG0000010996","Dipoena torva","mature",23,3,31,12
"NBNORG0000010997","Crustulina guttata","mature",17,3,31,12
"NBNORG0000010998","Crustulina sticta","mature",16,4,31,12
"NBNORG0000010999","Steatoda bipunctata","mature",14,2,31,12
"NBNORG0000011000","Steatoda grossa","mature",20,1,31,12
"NBNORG0000011001","Theridion pictum","mature",16,4,31,12
"NBNORG0000011002","Theridion varians","mature",16,4,31,12
"NBNORG0000011003","Theridion pinastri","mature",19,4,31,12
"NBNORG0000011004","Theridion familiare","mature",18,3,31,12
"NBNORG0000011005","Theridion melanurum","mature",18,3,31,12
"NBNORG0000011006","Theridion mystaceum","mature",18,3,31,12
"NBNORG0000011007","Rugathodes instabilis","mature",16,4,31,12
"NBNORG0000011008","Rugathodes bellicosus","mature",22,5,31,12
"NBNORG0000011010","Enoplognatha latimana","mature",22,5,31,12
"NBNORG0000011011","Enoplognatha thoracica","mature",23,3,31,12
"NBNORG0000011012","Enoplognatha mordax","mature",18,4,31,12
"NBNORG0000011013","Enoplognatha oelandica","mature",21,4,31,12
"NBNORG0000011014","Robertus lividus","mature",21,2,31,12
"NBNORG0000011015","Robertus arundineti","mature",16,4,31,12
"NBNORG0000011016","Robertus neglectus","mature",22,5,31,12
"NBNORG0000011017","Robertus scoticus","mature",21,6,31,12
"NBNORG0000011018","Robertus insignis","mature",20,6,31,12
"NBNORG0000011019","Pholcomma gibbum","mature",1,1,31,12
"NBNORG0000011020","Theonoe minutissima","mature",17,3,31,12
"NBNORG0000011021","Nesticus cellulanus","mature",18,3,31,12
"NBNORG0000011022","Tetragnatha extensa","mature",16,4,31,12
"NBNORG0000011023","Tetragnatha pinicola","mature",19,4,31,12
"NBNORG0000011024","Tetragnatha montana","mature",16,4,31,12
"NBNORG0000011025","Tetragnatha obtusa","mature",16,4,31,12
"NBNORG0000011026","Tetragnatha nigrita","mature",20,4,31,12
"NBNORG0000011027","Tetragnatha striata","mature",18,3,31,12
"NBNORG0000011028","Pachygnatha clercki","mature",17,3,31,12
"NBNORG0000011029","Pachygnatha listeri","mature",19,3,31,12
"NBNORG0000011030","Pachygnatha degeeri","mature",19,2,31,12
"NBNORG0000011031","Metellina mengei","mature",17,3,31,12
"NBNORG0000011032","Metellina merianae","mature",17,3,31,12
"NBNORG0000011033","Meta menardi","mature",19,1,31,12
"NBNORG0000011034","Meta bourneti","mature",1,1,31,12
"NBNORG0000011035","Zygiella x-notata","mature",16,4,31,12
"NBNORG0000011036","Zygiella atrica","mature",16,6,31,12
"NBNORG0000011037","Gibbaranea bituberculata","mature",17,3,31,12
"NBNORG0000011038","Gibbaranea gibbosa","mature",16,4,31,12
"NBNORG0000011039","Araneus angulatus","mature",18,4,31,12
"NBNORG0000011040","Araneus diadematus","mature",16,4,31,12
"NBNORG0000011041","Araneus quadratus","mature",17,5,31,12
"NBNORG0000011042","Araneus marmoreus","mature",22,6,31,12
"NBNORG0000011042","Araneus marmoreus","mature",17,5,31,12
"NBNORG0000011043","Araneus alsine","mature",18,6,31,12
"NBNORG0000011045","Larinioides cornutus","mature",16,4,31,12
"NBNORG0000011046","Larinioides patagiatus","mature",17,4,31,12
"NBNORG0000011047","Nuctenea umbratica","mature",17,3,31,12
"NBNORG0000011048","Neoscona adianta","mature",17,5,31,12
"NBNORG0000011049","Araniella cucurbitina sensu lato","mature",18,3,31,12
"NBNORG0000011050","Araniella inconspicua","mature",16,4,31,12
"NBNORG0000011051","Araniella alpica","mature",16,4,31,12
"NBNORG0000011052","Araniella displicata","mature",14,2,31,12
"NBNORG0000011053","Zilla diodia","mature",18,3,31,12
"NBNORG0000011054","Hypsosinga albovittata","mature",17,3,31,12
"NBNORG0000011055","Hypsosinga sanguinea","mature",16,4,31,12
"NBNORG0000011056","Hypsosinga heri","mature",1,1,31,12
"NBNORG0000011057","Singa hamata","mature",22,4,31,12
"NBNORG0000011058","Cercidia prominens","mature",17,3,31,12
"NBNORG0000011059","Mangora acalypha","mature",20,3,31,12
"NBNORG0000011060","Cyclosa conica","mature",17,3,31,12
"NBNORG0000011061","Argiope bruennichi","mature",17,6,31,12
"NBNORG0000011062","Theridiosoma gemmosum","mature",16,4,31,12
"NBNORG0000011063","Ceratinella brevipes","mature",17,3,31,12
"NBNORG0000011064","Ceratinella brevis","mature",17,3,31,12
"NBNORG0000011065","Ceratinella scabrosa","mature",17,4,31,12
"NBNORG0000011066","Walckenaeria acuminata","mature",20,1,31,12
"NBNORG0000011067","Walckenaeria mitrata","mature",19,3,31,12
"NBNORG0000011068","Walckenaeria antica","mature",20,1,31,12
"NBNORG0000011069","Walckenaeria alticeps","mature",22,3,31,12
"NBNORG0000011070","Walckenaeria cucullata","mature",14,2,31,12
"NBNORG0000011071","Walckenaeria nodosa","mature",14,2,31,12
"NBNORG0000011072","Walckenaeria atrotibialis","mature",17,5,31,12
"NBNORG0000011073","Walckenaeria capito","mature",25,3,31,12
"NBNORG0000011074","Walckenaeria incisa","mature",1,1,31,12
"NBNORG0000011075","Walckenaeria dysderoides","mature",16,2,31,12
"NBNORG0000011076","Walckenaeria stylifrons","mature",1,1,31,12
"NBNORG0000011077","Walckenaeria nudipalpis","mature",14,2,31,12
"NBNORG0000011078","Walckenaeria obtusa","mature",1,1,31,12
"NBNORG0000011079","Walckenaeria monoceros","mature",19,1,31,12
"NBNORG0000011080","Walckenaeria corniculans","mature",17,1,31,12
"NBNORG0000011081","Walckenaeria furcillata","mature",21,4,31,12
"NBNORG0000011082","Walckenaeria unicornis","mature",14,2,31,12
"NBNORG0000011083","Walckenaeria kochi","mature",18,1,31,12
"NBNORG0000011084","Walckenaeria clavicornis","mature",22,3,31,12
"NBNORG0000011085","Walckenaeria cuspidata","mature",14,2,31,12
"NBNORG0000011086","Walckenaeria vigilax","mature",16,4,31,12
"NBNORG0000011087","Dicymbium nigrum","mature",14,2,31,12
"NBNORG0000011088","Dicymbium tibiale","mature",16,2,31,12
"NBNORG0000011089","Entelecara acuminata","mature",16,4,31,12
"NBNORG0000011090","Entelecara congenera","mature",24,4,31,12
"NBNORG0000011091","Entelecara erythropus","mature",17,4,31,12
"NBNORG0000011092","Entelecara flavipes","mature",18,5,31,12
"NBNORG0000011093","Entelecara omissa","mature",22,4,31,12
"NBNORG0000011094","Entelecara errata","mature",18,3,31,12
"NBNORG0000011095","Moebelia penicillata","mature",20,3,31,12
"NBNORG0000011096","Hylyphantes graminicola","mature",16,4,31,12
"NBNORG0000011097","Gnathonarium dentatum","mature",21,2,31,12
"NBNORG0000011098","Trematocephalus cristatus","mature",22,4,31,12
"NBNORG0000011099","Tmeticus affinis","mature",18,3,31,12
"NBNORG0000011100","Gongylidium rufipes","mature",17,3,31,12
"NBNORG0000011101","Dismodicus bifrons","mature",16,4,31,12
"NBNORG0000011102","Dismodicus elevatus","mature",16,4,31,12
"NBNORG0000011103","Hypomma bituberculatum","mature",17,3,31,12
"NBNORG0000011104","Hypomma cornutum","mature",16,4,31,12
"NBNORG0000011105","Metopobactrus prominulus","mature",16,4,31,12
"NBNORG0000011106","Baryphyma pratense","mature",18,3,31,12
"NBNORG0000011107","Baryphyma gowerense","mature",19,4,31,12
"NBNORG0000011108","Baryphyma trifrons","mature",16,4,31,12
"NBNORG0000011109","Baryphyma maritimum","mature",18,4,31,12
"NBNORG0000011110","Gonatium rubens","mature",17,3,31,12
"NBNORG0000011111","Gonatium rubellum","mature",17,4,31,12
"NBNORG0000011112","Gonatium paradoxum","mature",16,3,31,12
"NBNORG0000011113","Maso sundevalli","mature",17,3,31,12
"NBNORG0000011114","Maso gallicus","mature",18,4,31,12
"NBNORG0000011115","Peponocranium ludicrum","mature",13,2,31,12
"NBNORG0000011117","Pocadicnemis juncea","mature",23,3,31,12
"NBNORG0000011118","Hypselistes jacksoni","mature",17,3,31,12
"NBNORG0000011120","Oedothorax gibbosus","mature",17,3,31,12
"NBNORG0000011121","Oedothorax fuscus","mature",21,2,31,12
"NBNORG0000011122","Oedothorax agrestis","mature",21,2,31,12
"NBNORG0000011123","Oedothorax retusus","mature",21,2,31,12
"NBNORG0000011124","Oedothorax apicatus","mature",17,3,31,12
"NBNORG0000011125","Trichopternoides thorelli","mature",16,4,31,12
"NBNORG0000011126","Trichopterna cito","mature",23,1,31,12
"NBNORG0000011127","Pelecopsis mengei","mature",18,3,31,12
"NBNORG0000011128","Pelecopsis parallela","mature",20,1,31,12
"NBNORG0000011129","Pelecopsis elongata","mature",23,5,31,12
"NBNORG0000011130","Pelecopsis radicicola","mature",24,6,31,12
"NBNORG0000011131","Silometopus elegans","mature",16,4,31,12
"NBNORG0000011132","Silometopus ambiguus","mature",19,2,31,12
"NBNORG0000011133","Silometopus reussi","mature",16,2,31,12
"NBNORG0000011134","Silometopus incurvatus","mature",1,1,31,12
"NBNORG0000011135","Mecopisthes peusi","mature",17,1,31,12
"NBNORG0000011136","Cnephalocotes obscurus","mature",14,2,31,12
"NBNORG0000011137","Acartauchenius scurrilis","mature",22,4,31,12
"NBNORG0000011138","Trichoncus saxicola","mature",23,3,31,12
"NBNORG0000011139","Trichoncus hackmani","mature",22,4,31,12
"NBNORG0000011140","Trichoncus affinis","mature",22,3,31,12
"NBNORG0000011141","Evansia merens","mature",19,3,31,12
"NBNORG0000011142","Tiso vagans","mature",20,1,31,12
"NBNORG0000011143","Tiso aestivus","mature",23,3,31,12
"NBNORG0000011144","Troxochrus scabriculus","mature",18,2,31,12
"NBNORG0000011145","Minyriolus pusillus","mature",16,4,31,12
"NBNORG0000011146","Tapinocyba praecox","mature",1,1,31,12
"NBNORG0000011147","Tapinocyba pallens","mature",17,3,31,12
"NBNORG0000011148","Tapinocyba insecta","mature",14,2,31,12
"NBNORG0000011149","Tapinocyba mitis","mature",1,1,31,12
"NBNORG0000011150","Tapinocyboides pygmaeus","mature",1,1,31,12
"NBNORG0000011151","Microctenonyx subitaneus","mature",18,1,31,12
"NBNORG0000011152","Satilatlas britteni","mature",18,4,31,12
"NBNORG0000011153","Thyreosthenius parasiticus","mature",1,1,31,12
"NBNORG0000011154","Thyreosthenius biovatus","mature",1,1,31,12
"NBNORG0000011155","Monocephalus fuscipes","mature",25,1,31,12
"NBNORG0000011156","Monocephalus castaneipes","mature",1,1,31,12
"NBNORG0000011157","Lophomma punctatum","mature",14,2,31,12
"NBNORG0000011158","Saloca diceros","mature",21,1,31,12
"NBNORG0000011159","Gongylidiellum vivum","mature",17,3,31,12
"NBNORG0000011160","Gongylidiellum latebricola","mature",23,3,31,12
"NBNORG0000011161","Gongylidiellum murcidum","mature",24,3,31,12
"NBNORG0000011163","Micrargus apertus","mature",18,3,31,12
"NBNORG0000011164","Micrargus subaequalis","mature",17,5,31,12
"NBNORG0000011165","Micrargus laudatus","mature",21,1,31,12
"NBNORG0000011166","Notioscopus sarcinatus","mature",19,1,31,12
"NBNORG0000011167","Glyphesis cottonae","mature",1,1,31,12
"NBNORG0000011168","Glyphesis servulus","mature",17,4,31,12
"NBNORG0000011169","Erigonella hiemalis","mature",14,2,31,12
"NBNORG0000011170","Erigonella ignobilis","mature",15,2,31,12
"NBNORG0000011171","Savignia frontata","mature",17,1,31,12
"NBNORG0000011172","Diplocephalus cristatus","mature",14,2,31,12
"NBNORG0000011173","Diplocephalus permixtus","mature",14,2,31,12
"NBNORG0000011174","Diplocephalus latifrons","mature",1,1,31,12
"NBNORG0000011175","Diplocephalus connatus","mature",1,1,31,12
"NBNORG0000011176","Diplocephalus picinus","mature",17,3,31,12
"NBNORG0000011177","Diplocephalus protuberans","mature",19,3,31,12
"NBNORG0000011178","Araeoncus humilis","mature",17,3,31,12
"NBNORG0000011179","Araeoncus crassiceps","mature",16,4,31,12
"NBNORG0000011180","Panamomops sulcifrons","mature",21,2,31,12
"NBNORG0000011181","Lessertia dentichelis","mature",15,2,31,12
"NBNORG0000011182","Scotinotylus evansi","mature",20,3,31,12
"NBNORG0000011183","Typhochrestus digitatus","mature",1,1,31,12
"NBNORG0000011184","Typhochrestus simoni","mature",1,1,31,12
"NBNORG0000011185","Diplocentria bidentata","mature",15,4,31,12
"NBNORG0000011186","Erigone dentipalpis","mature",21,2,31,12
"NBNORG0000011187","Erigone atra","mature",16,4,31,12
"NBNORG0000011188","Erigone promiscua","mature",17,3,31,12
"NBNORG0000011189","Erigone arctica","mature",17,1,31,12
"NBNORG0000011190","Erigone longipalpis","mature",17,4,31,12
"NBNORG0000011191","Erigone tirolensis","mature",17,4,31,12
"NBNORG0000011192","Erigone welchi","mature",20,1,31,12
"NBNORG0000011193","Erigone psychrophila","mature",25,5,31,12
"NBNORG0000011194","Erigone aletris","mature",16,4,31,12
"NBNORG0000011195","Prinerigone vagans","mature",17,4,31,12
"NBNORG0000011196","Donacochara speciosa","mature",23,5,31,12
"NBNORG0000011197","Leptorhoptrum robustum","mature",17,3,31,12
"NBNORG0000011198","Drepanotylus uncatus","mature",1,1,31,12
"NBNORG0000011199","Leptothrix hardyi","mature",14,2,31,12
"NBNORG0000011200","Hilaira excisa","mature",18,3,31,12
